	chicken_a_control_1	chicken_a_control_2	chicken_a_pic_4h	chicken_d_pic_4h
ENSGALG00000004710	1228	523	578	677
ENSGALG00000037370	1279	978	286	197
ENSGALG00000030605	1040	740	558	424
ENSGALG00000048259	6	3	6	1
ENSGALG00000011332	446	299	231	154
ENSGALG00000004144	783	555	496	347
ENSGALG00000028851	2207	1407	966	883
ENSGALG00000028304	7166	3203	1752	1204
ENSGALG00000053550	1	3	2	2
ENSGALG00000000777	1569	986	1291	674
ENSGALG00000011747	171	168	131	46
ENSGALG00000016734	306	217	159	133
ENSGALG00000008240	536	298	873	1041
ENSGALG00000039409	1155	758	1333	1060
ENSGALG00000003339	1622	1091	936	720
ENSGALG00000004734	81	34	57	13
ENSGALG00000043799	49	17	26	33
ENSGALG00000026028	201	113	102	116
ENSGALG00000008014	2517	826	3686	1718
ENSGALG00000006697	3130	1274	2043	2018
ENSGALG00000014684	1740	1164	4762	4172
ENSGALG00000013167	2720	2115	1522	1407
ENSGALG00000051654	1972	1535	1234	1224
ENSGALG00000031348	6187	2715	2414	1914
ENSGALG00000044463	19	0	0	2
ENSGALG00000003936	5986	4205	2879	2774
ENSGALG00000031448	4473	2621	2705	2157
ENSGALG00000049225	76	18	51	7
ENSGALG00000004161	158	101	119	74
ENSGALG00000014859	394	261	321	348
ENSGALG00000015849	606	357	38	56
ENSGALG00000016024	29	18	18	24
ENSGALG00000006013	1155	583	582	399
ENSGALG00000052087	136	47	54	31
ENSGALG00000035629	261	233	154	116
ENSGALG00000047979	40	21	39	45
ENSGALG00000048646	162	82	118	83
ENSGALG00000000542	1554	1065	1320	1058
ENSGALG00000004193	227	152	153	127
ENSGALG00000042708	170	118	171	100
ENSGALG00000012421	943	431	1427	1095
ENSGALG00000013094	452	546	151	217
ENSGALG00000033017	2	2	1	0
ENSGALG00000011623	48	25	56	40
ENSGALG00000004503	3	2	17	8
ENSGALG00000006966	665	325	437	517
ENSGALG00000002013	1137	967	784	738
ENSGALG00000006343	69	44	841	542
ENSGALG00000006109	529	535	436	433
ENSGALG00000033877	1377	1310	898	703
ENSGALG00000030543	160	95	121	127
ENSGALG00000008312	276	182	182	120
ENSGALG00000031987	325	162	197	141
ENSGALG00000033598	1342	935	724	634
ENSGALG00000011294	4	2	15	17
ENSGALG00000001335	1534	1079	1145	873
ENSGALG00000042460	285	141	77	86
ENSGALG00000039171	6	4	11	4
ENSGALG00000016052	1034	659	625	407
ENSGALG00000027407	537	276	950	741
ENSGALG00000003774	4952	2903	6226	3631
ENSGALG00000046787	487	271	269	227
ENSGALG00000003039	422	270	300	204
ENSGALG00000002729	356	120	258	80
ENSGALG00000038896	144	87	55	40
ENSGALG00000009616	2	0	2	1
ENSGALG00000052920	49	57	53	48
ENSGALG00000011169	1625	1330	760	723
ENSGALG00000002507	5	2	12	10
ENSGALG00000003770	9604	7953	11134	2573
ENSGALG00000052712	576	470	892	574
ENSGALG00000041812	2540	2069	1639	929
ENSGALG00000035980	1640	1118	1042	690
ENSGALG00000049257	57	59	59	64
ENSGALG00000016094	56	44	34	43
ENSGALG00000011481	251	158	129	112
ENSGALG00000004960	12	12	17	9
ENSGALG00000011528	1665	1373	2361	2125
ENSGALG00000009881	16	9	7	8
ENSGALG00000042082	3	3	1	1
ENSGALG00000025755	1153	759	763	558
ENSGALG00000054256	78	55	113	89
ENSGALG00000029264	4	0	3	0
ENSGALG00000015338	254	208	200	159
ENSGALG00000006511	401	103	1162	1298
ENSGALG00000033087	720	350	5608	5787
ENSGALG00000009064	12	8	6	9
ENSGALG00000013814	62	31	61	42
ENSGALG00000043606	1052	658	674	578
ENSGALG00000048900	39	46	38	39
ENSGALG00000050582	58	55	38	32
ENSGALG00000006942	928	889	533	536
ENSGALG00000012579	588	219	825	319
ENSGALG00000009877	0	0	12	23
ENSGALG00000034166	558	461	1045	826
ENSGALG00000023296	11550	13288	6064	6721
ENSGALG00000011182	4	2	432	555
ENSGALG00000006408	227	138	105	71
ENSGALG00000029912	372	277	118	47
ENSGALG00000005475	1488	920	996	1053
ENSGALG00000015699	1218	891	874	981
ENSGALG00000051665	159	112	68	40
ENSGALG00000011792	11	11	9	3
ENSGALG00000028501	149	46	110	63
ENSGALG00000043660	37	28	14	21
ENSGALG00000009645	35	18	19	21
ENSGALG00000042858	849	454	734	709
ENSGALG00000050194	56	47	88	109
ENSGALG00000002899	874	420	602	345
ENSGALG00000007299	1276	712	772	471
ENSGALG00000014222	4682	2390	2240	1826
ENSGALG00000039673	7124	5897	3472	928
ENSGALG00000004369	62	36	16	16
ENSGALG00000022758	128	100	119	102
ENSGALG00000049938	17	6	44	5
ENSGALG00000037734	163	60	67	55
ENSGALG00000004186	1512	1450	956	969
ENSGALG00000051777	15	14	3	3
ENSGALG00000035981	80	61	88	43
ENSGALG00000038364	2	0	4	1
ENSGALG00000036550	2	4	4	1
ENSGALG00000001425	182	139	99	95
ENSGALG00000052355	207	115	128	127
ENSGALG00000027093	2455	1014	3483	2841
ENSGALG00000016849	1294	1225	1398	1397
ENSGALG00000010047	430	288	336	273
ENSGALG00000032858	892	655	684	465
ENSGALG00000040000	282	145	174	238
ENSGALG00000004065	405	314	302	361
ENSGALG00000002023	297	238	151	158
ENSGALG00000026293	175	89	142	96
ENSGALG00000025915	2860	1681	2339	2431
ENSGALG00000031853	173	106	104	73
ENSGALG00000054562	4	0	65	67
ENSGALG00000042833	1585	1096	900	795
ENSGALG00000014843	5	0	0	2
ENSGALG00000019147	2410	712	4645	2627
ENSGALG00000008840	1147	1086	2087	1609
ENSGALG00000025941	10	6	11	15
ENSGALG00000015705	14	5	14	11
ENSGALG00000012259	4571	2898	3122	1958
ENSGALG00000046169	279	141	201	155
ENSGALG00000027688	736	530	415	279
ENSGALG00000042939	1420	954	732	591
ENSGALG00000002492	672	419	83	82
ENSGALG00000014749	99	70	53	14
ENSGALG00000043787	749	510	102	21
ENSGALG00000000830	39	24	29	47
ENSGALG00000047589	2	4	2	0
ENSGALG00000001557	417	317	228	176
ENSGALG00000004640	346	252	294	184
ENSGALG00000009700	721	541	403	446
ENSGALG00000008051	5610	4977	4009	3835
ENSGALG00000008386	146	114	104	103
ENSGALG00000033123	2606	2122	2055	2292
ENSGALG00000000247	584	308	277	209
ENSGALG00000003387	28	34	31	24
ENSGALG00000015407	66	46	34	55
ENSGALG00000047336	6	5	8	1
ENSGALG00000007579	2762	1905	1806	1325
ENSGALG00000028897	100	66	105	87
ENSGALG00000036711	1711	1367	1019	259
ENSGALG00000007079	4	4	9	13
ENSGALG00000031134	2753	2116	1466	982
ENSGALG00000017038	497	278	296	320
ENSGALG00000001035	43	19	16	9
ENSGALG00000042552	173	172	90	107
ENSGALG00000040026	9	1	7	26
ENSGALG00000005652	2170	1454	1671	1818
ENSGALG00000051806	103	75	138	61
ENSGALG00000004974	925	321	406	405
ENSGALG00000007158	163	110	9577	8572
ENSGALG00000015468	429	267	142	88
ENSGALG00000004509	28186	31134	38993	28692
ENSGALG00000012472	113	87	130	76
ENSGALG00000010166	2181	1350	2408	2146
ENSGALG00000039755	610	441	372	288
ENSGALG00000005135	671	295	446	404
ENSGALG00000001376	522	501	313	253
ENSGALG00000005653	2123	1316	7022	3709
ENSGALG00000053989	5	2	0	1
ENSGALG00000002164	388	317	319	372
ENSGALG00000000862	1072	829	775	968
ENSGALG00000001602	1058	640	526	297
ENSGALG00000011687	18252	11327	4252	916
ENSGALG00000053509	90	55	99	60
ENSGALG00000037699	250	285	437	434
ENSGALG00000050405	843	558	722	790
ENSGALG00000035115	28	4	25	16
ENSGALG00000011689	1261	1191	516	256
ENSGALG00000051660	7	0	5	2
ENSGALG00000007653	846	525	527	453
ENSGALG00000042365	490	435	317	212
ENSGALG00000013018	166	116	92	61
ENSGALG00000003235	502	401	334	339
ENSGALG00000001606	2148	2555	1759	1581
ENSGALG00000006604	701	435	514	358
ENSGALG00000012112	850	560	359	228
ENSGALG00000006780	1955	1353	971	841
ENSGALG00000037714	234	161	78	70
ENSGALG00000033879	2126	1173	1493	1133
ENSGALG00000006101	434	310	342	288
ENSGALG00000047982	8	9	19	10
ENSGALG00000014645	282	266	187	155
ENSGALG00000007619	1564	1245	586	588
ENSGALG00000030824	551	455	1229	714
ENSGALG00000015935	95	26	17	0
ENSGALG00000030933	217	144	143	109
ENSGALG00000040942	204	153	118	126
ENSGALG00000007845	2216	1605	3905	3130
ENSGALG00000038758	6695	4484	2461	1154
ENSGALG00000002057	390	280	258	164
ENSGALG00000016549	160	98	96	126
ENSGALG00000005888	1592	880	406	243
ENSGALG00000008381	166	141	163	181
ENSGALG00000042941	1459	931	797	581
ENSGALG00000039155	316	225	244	120
ENSGALG00000037925	51	48	74	38
ENSGALG00000031284	133	121	188	194
ENSGALG00000054154	808	683	549	581
ENSGALG00000003010	983	675	188	114
ENSGALG00000051593	2	1	0	20
ENSGALG00000029915	267	180	256	145
ENSGALG00000034399	431	229	335	269
ENSGALG00000034187	1713	1015	1401	808
ENSGALG00000002634	900	656	626	481
ENSGALG00000016144	0	0	4	3
ENSGALG00000042016	760	710	804	496
ENSGALG00000000740	793	478	489	354
ENSGALG00000013575	6442	9455	78770	55410
ENSGALG00000036792	15	13	7	5
ENSGALG00000008985	5206	2520	2886	1972
ENSGALG00000014648	154	111	80	65
ENSGALG00000002099	1236	649	642	502
ENSGALG00000007025	331	56	261	144
ENSGALG00000004173	2	1	6	5
ENSGALG00000050020	19	6	14	4
ENSGALG00000009654	112	140	31	55
ENSGALG00000011639	115	73	84	68
ENSGALG00000054035	5	8	0	0
ENSGALG00000013191	583	313	242	154
ENSGALG00000045403	493	332	288	180
ENSGALG00000006901	248	203	118	100
ENSGALG00000044064	1372	516	533	644
ENSGALG00000033926	1006	628	618	546
ENSGALG00000034083	37	7	25	5
ENSGALG00000033760	509	379	237	240
ENSGALG00000040646	335	244	210	186
ENSGALG00000042533	109	78	66	68
ENSGALG00000015547	157	126	78	81
ENSGALG00000009028	112	66	30	21
ENSGALG00000006898	493	414	334	403
ENSGALG00000017302	600	289	1401	693
ENSGALG00000048369	1	2	2	0
ENSGALG00000027165	41188	20000	34153	17168
ENSGALG00000031824	433	178	607	348
ENSGALG00000008269	2215	1549	1991	1934
ENSGALG00000038400	1180	739	636	452
ENSGALG00000051832	9	24	125	73
ENSGALG00000033974	50	12	42	82
ENSGALG00000014649	145	151	67	110
ENSGALG00000007357	3170	2459	8063	6461
ENSGALG00000014966	0	2	5	1
ENSGALG00000045606	605	328	112	104
ENSGALG00000051848	14	6	16	10
ENSGALG00000006564	2368	1445	881	577
ENSGALG00000027765	2365	616	736	826
ENSGALG00000008074	58	34	58	49
ENSGALG00000003886	5	5	1	5
ENSGALG00000026229	498	320	24	36
ENSGALG00000011226	1022	867	2292	2964
ENSGALG00000048164	104	63	65	66
ENSGALG00000011035	242	169	133	119
ENSGALG00000005582	2604	1509	6215	3331
ENSGALG00000046358	10	2	5	5
ENSGALG00000040756	3254	2025	2000	2136
ENSGALG00000013183	29	15	38	33
ENSGALG00000045873	6	9	100	65
ENSGALG00000031896	2357	3080	924	1022
ENSGALG00000038995	6	3	7	3
ENSGALG00000015177	1575	1006	668	897
ENSGALG00000016313	2368	1494	1532	1769
ENSGALG00000000918	11	8	8	1
ENSGALG00000016736	4007	3413	7105	4486
ENSGALG00000011379	13	12	3	0
ENSGALG00000053057	41	29	45	30
ENSGALG00000005079	7854	10264	6726	7989
ENSGALG00000049807	121	67	42	10
ENSGALG00000008419	1913	1331	937	633
ENSGALG00000044628	1483	1550	1829	1633
ENSGALG00000033889	1570	675	746	771
ENSGALG00000010863	145	80	95	85
ENSGALG00000037138	30	0	26	21
ENSGALG00000038981	1273	1140	853	755
ENSGALG00000005195	1684	808	765	1063
ENSGALG00000029896	2976	1736	1894	1682
ENSGALG00000042458	22306	15813	8292	4792
ENSGALG00000054496	1463	975	1296	1073
ENSGALG00000034512	39	12	23	26
ENSGALG00000019215	72	28	38	35
ENSGALG00000008452	318	178	170	102
ENSGALG00000007596	5	1	6	18
ENSGALG00000014834	1811	1766	1827	1627
ENSGALG00000023172	9	1	9	0
ENSGALG00000006175	0	1	5	5
ENSGALG00000002497	1544	1621	946	916
ENSGALG00000014651	306	133	211	267
ENSGALG00000022920	1074	870	658	569
ENSGALG00000013838	9	7	15	13
ENSGALG00000009373	53	20	59	47
ENSGALG00000048325	906	297	26022	19631
ENSGALG00000012092	10	0	3	1
ENSGALG00000032234	1143	405	380	536
ENSGALG00000011130	1006	824	908	702
ENSGALG00000011208	203	172	188	195
ENSGALG00000046000	293	122	445	390
ENSGALG00000004143	7755	4058	4032	2966
ENSGALG00000039779	2859	1753	1135	769
ENSGALG00000012985	33	26	32	8
ENSGALG00000047262	762	298	1284	228
ENSGALG00000010371	1262	1043	857	433
ENSGALG00000028056	1060	646	434	359
ENSGALG00000028935	1711	974	1669	1602
ENSGALG00000053657	500	347	318	231
ENSGALG00000007954	1275	915	438	355
ENSGALG00000015331	1882	909	1285	1008
ENSGALG00000017008	1345	903	1240	575
ENSGALG00000038374	225	176	337	247
ENSGALG00000041826	9604	7763	5899	1745
ENSGALG00000005284	16	7	41	27
ENSGALG00000010956	218	104	133	141
ENSGALG00000013569	2535	1881	3655	2508
ENSGALG00000016655	3	0	1	3
ENSGALG00000002988	16	12	2	0
ENSGALG00000003717	6849	5860	5916	4405
ENSGALG00000006174	28	22	84	2
ENSGALG00000049069	14	6	15	5
ENSGALG00000014166	1183	675	1081	736
ENSGALG00000015529	487	227	332	202
ENSGALG00000005918	883	1099	860	971
ENSGALG00000015713	529	284	755	717
ENSGALG00000002937	2675	1705	1760	1227
ENSGALG00000041973	428	237	245	173
ENSGALG00000013722	26	3	35	24
ENSGALG00000008551	977	537	286	170
ENSGALG00000016406	1073	566	929	910
ENSGALG00000032366	1541	1513	1253	1318
ENSGALG00000003526	664	439	523	329
ENSGALG00000008976	146	81	26	0
ENSGALG00000035578	1312	1105	1269	1092
ENSGALG00000014192	964	440	645	773
ENSGALG00000008294	582	275	723	645
ENSGALG00000002138	153	89	124	87
ENSGALG00000013101	143	86	395	227
ENSGALG00000023379	7	8	9	1
ENSGALG00000001013	973	610	677	548
ENSGALG00000004991	262	201	141	163
ENSGALG00000004028	0	0	49	29
ENSGALG00000049887	10	0	7	0
ENSGALG00000041564	374	184	204	185
ENSGALG00000012296	3591	2614	2306	1637
ENSGALG00000037131	8	0	21	19
ENSGALG00000040528	689	558	899	650
ENSGALG00000008124	513	334	274	243
ENSGALG00000013085	6	2	125	33
ENSGALG00000007167	438	335	487	446
ENSGALG00000000564	1189	703	385	376
ENSGALG00000029536	2183	1782	1426	1304
ENSGALG00000044177	218	141	123	136
ENSGALG00000035051	3	4	20	4
ENSGALG00000003660	5	0	3	1
ENSGALG00000040156	3778	2599	4230	2410
ENSGALG00000007594	38	31	14	32
ENSGALG00000007867	857	680	966	578
ENSGALG00000044141	1124	806	620	508
ENSGALG00000035184	3	3	1	0
ENSGALG00000045642	1285	851	923	507
ENSGALG00000047117	26	14	3	2
ENSGALG00000002499	1336	1104	996	1013
ENSGALG00000053770	3	0	1	4
ENSGALG00000000855	2110	1243	1464	992
ENSGALG00000036005	198	181	203	81
ENSGALG00000003047	290	185	128	169
ENSGALG00000016522	5	0	7	0
ENSGALG00000001849	380	192	200	210
ENSGALG00000032664	987	496	738	868
ENSGALG00000043829	21	13	20	19
ENSGALG00000036064	287	174	227	228
ENSGALG00000005587	24579	15842	17445	14198
ENSGALG00000007334	127	76	34	40
ENSGALG00000005035	309	175	404	227
ENSGALG00000033259	4262	2732	3069	3031
ENSGALG00000007519	1126	872	604	563
ENSGALG00000040807	18	7	15	174
ENSGALG00000009968	1183	1157	4658	4532
ENSGALG00000003596	1790	1142	737	591
ENSGALG00000002427	84	77	39	24
ENSGALG00000051579	20	2	13	11
ENSGALG00000008731	25	14	32	19
ENSGALG00000036001	1066	491	914	707
ENSGALG00000027645	251	131	397	334
ENSGALG00000045936	3	0	3	3
ENSGALG00000040498	100	79	133	122
ENSGALG00000037549	2193	1080	1940	1499
ENSGALG00000030888	13	2	18	9
ENSGALG00000020626	12	3	3	2
ENSGALG00000048309	146	97	141	39
ENSGALG00000043421	832	412	504	665
ENSGALG00000014881	132	72	100	85
ENSGALG00000006919	29	15	24	22
ENSGALG00000050750	17	4	14	18
ENSGALG00000001790	51	48	36	35
ENSGALG00000050814	87	25	430	224
ENSGALG00000015815	1335	779	994	1115
ENSGALG00000007095	1052	550	793	736
ENSGALG00000008254	2393	1410	957	785
ENSGALG00000038286	544	326	347	316
ENSGALG00000010716	930	338	210	191
ENSGALG00000015706	505	378	329	272
ENSGALG00000003261	27	19	12	21
ENSGALG00000031563	832	625	764	452
ENSGALG00000033391	42	23	1542	2204
ENSGALG00000027961	729	296	411	336
ENSGALG00000035800	183	59	32	41
ENSGALG00000030590	265	156	171	119
ENSGALG00000007758	311	227	84	106
ENSGALG00000051622	38	10	226	62
ENSGALG00000009747	248	164	231	158
ENSGALG00000002308	553	217	217	145
ENSGALG00000017652	372	330	110	9
ENSGALG00000014167	1094	678	558	373
ENSGALG00000039499	77	51	82	76
ENSGALG00000049903	23	11	0	1
ENSGALG00000015297	2130	2424	1803	1436
ENSGALG00000036942	277	154	2480	1488
ENSGALG00000032723	208	118	132	98
ENSGALG00000009192	199	358	651	461
ENSGALG00000021143	11413	11741	15337	14121
ENSGALG00000003072	1087	688	547	496
ENSGALG00000033378	504	377	424	376
ENSGALG00000014800	12414	6562	7069	4130
ENSGALG00000038919	0	0	3	3
ENSGALG00000016552	535	383	533	438
ENSGALG00000035138	2177	2162	1832	989
ENSGALG00000007956	51	8	62	74
ENSGALG00000039068	1352	1401	1457	1231
ENSGALG00000012629	28	13	30	12
ENSGALG00000003738	729	597	495	370
ENSGALG00000051135	451	389	196	269
ENSGALG00000026558	1227	1042	826	761
ENSGALG00000035952	410	186	2513	1768
ENSGALG00000040371	751	358	343	295
ENSGALG00000003155	81	46	34	21
ENSGALG00000053566	11	5	16	5
ENSGALG00000032701	1258	542	7608	6059
ENSGALG00000004334	118	71	147	180
ENSGALG00000005230	1686	1159	1385	1275
ENSGALG00000004981	603	343	277	259
ENSGALG00000042839	1165	824	679	747
ENSGALG00000001333	335	253	266	185
ENSGALG00000003446	105	49	81	61
ENSGALG00000013431	13	9	18	11
ENSGALG00000008103	63	51	52	31
ENSGALG00000015531	17	38	21	1
ENSGALG00000007503	11	2	0	0
ENSGALG00000049716	331	104	255	194
ENSGALG00000036067	237	113	117	60
ENSGALG00000001317	2634	2617	1203	1329
ENSGALG00000054420	1684	1127	1208	698
ENSGALG00000015803	3203	2577	4304	3918
ENSGALG00000012418	124	67	39	54
ENSGALG00000030826	3325	2463	3186	1694
ENSGALG00000011432	6858	7914	4143	4037
ENSGALG00000004812	1770	1251	4273	2982
ENSGALG00000043593	715	600	590	523
ENSGALG00000026776	322	150	192	159
ENSGALG00000001640	27	19	16	13
ENSGALG00000019843	45	0	58	0
ENSGALG00000001343	36	42	30	8
ENSGALG00000041547	118	83	86	86
ENSGALG00000049536	344	232	574	506
ENSGALG00000054759	279	170	160	170
ENSGALG00000017135	1610	1189	540	438
ENSGALG00000003554	0	0	12	4
ENSGALG00000006225	1223	726	713	464
ENSGALG00000000650	345	240	158	110
ENSGALG00000017129	2429	1546	1501	1054
ENSGALG00000004700	1805	1152	1022	178
ENSGALG00000016276	5	3	0	1
ENSGALG00000054780	23	10	5	14
ENSGALG00000011608	12031	12709	5134	3649
ENSGALG00000007001	2280	1345	2096	1856
ENSGALG00000006612	923	817	895	733
ENSGALG00000014935	12	4	59	74
ENSGALG00000014466	9	5	1	1
ENSGALG00000000259	1034	838	832	593
ENSGALG00000054823	0	2	2	1
ENSGALG00000050575	216	87	97	126
ENSGALG00000021364	216	109	86	48
ENSGALG00000000094	2907	2065	996	608
ENSGALG00000011391	2	1	2	5
ENSGALG00000032066	11	3	10	3
ENSGALG00000014453	80	39	79	47
ENSGALG00000005524	167	105	73	88
ENSGALG00000029743	542	375	376	241
ENSGALG00000010301	864	582	445	259
ENSGALG00000008198	350	219	49	32
ENSGALG00000010036	761	473	1423	927
ENSGALG00000004573	1144	733	475	409
ENSGALG00000009532	1788	591	301	342
ENSGALG00000002792	1	2	9	13
ENSGALG00000003563	1343	1013	1214	860
ENSGALG00000016860	635	294	521	439
ENSGALG00000004046	17	12	9	38
ENSGALG00000050586	1760	1718	1685	1075
ENSGALG00000002649	1106	628	505	573
ENSGALG00000002645	3	3	1	1
ENSGALG00000040626	361	240	193	182
ENSGALG00000003559	188	126	165	138
ENSGALG00000032079	64176	46705	73669	46037
ENSGALG00000002408	425	295	322	263
ENSGALG00000016689	836	538	1060	464
ENSGALG00000016196	3	8	8	11
ENSGALG00000053132	180	87	69	70
ENSGALG00000012144	462	274	222	197
ENSGALG00000002605	580	340	331	281
ENSGALG00000047142	745	638	830	638
ENSGALG00000003569	26	15	14	6
ENSGALG00000009445	271	194	209	284
ENSGALG00000015439	1462	829	607	716
ENSGALG00000021692	705	507	379	304
ENSGALG00000051644	145	82	49	82
ENSGALG00000036747	866	638	7942	6096
ENSGALG00000005782	4507	2424	1766	1664
ENSGALG00000010417	16	27	4	1
ENSGALG00000052932	2	1	9	0
ENSGALG00000020322	978	372	615	782
ENSGALG00000001725	6159	5669	6403	5656
ENSGALG00000015053	143	95	26	6
ENSGALG00000023135	1965	1121	1025	760
ENSGALG00000032627	229	145	97	101
ENSGALG00000037867	481	251	158	106
ENSGALG00000005162	360	143	237	236
ENSGALG00000007703	33	26	39	46
ENSGALG00000000583	744	122	565	377
ENSGALG00000011088	516	180	211	218
ENSGALG00000012055	353	240	37	0
ENSGALG00000027838	1784	1111	1420	789
ENSGALG00000042351	2428	2576	2015	1332
ENSGALG00000007371	53	65	48	21
ENSGALG00000030702	357	194	269	237
ENSGALG00000026421	1917	1183	1207	932
ENSGALG00000012569	803	535	577	511
ENSGALG00000003435	14	16	12	13
ENSGALG00000048205	895	484	463	247
ENSGALG00000000883	1550	1343	1256	867
ENSGALG00000010073	5061	3024	2543	1760
ENSGALG00000031497	19	1	11	16
ENSGALG00000008880	567	296	464	344
ENSGALG00000029035	92	20	284	53
ENSGALG00000037051	3900	3049	1805	1517
ENSGALG00000015540	2164	779	837	1130
ENSGALG00000002919	965	581	518	370
ENSGALG00000030931	573	503	370	283
ENSGALG00000012731	214	104	204	130
ENSGALG00000016516	309	284	248	181
ENSGALG00000010973	4849	2303	7361	7167
ENSGALG00000023904	19	14	17	7
ENSGALG00000006300	48269	32199	22385	8003
ENSGALG00000043613	535	344	471	342
ENSGALG00000036019	85	49	56	26
ENSGALG00000021686	0	0	13	3
ENSGALG00000041091	63542	48144	80124	48367
ENSGALG00000003837	601	274	1345	1310
ENSGALG00000034737	277	170	268	203
ENSGALG00000048115	108	69	88	60
ENSGALG00000016438	10	3	15	2
ENSGALG00000005986	9	10	9	10
ENSGALG00000005145	4	2	25	13
ENSGALG00000006705	4309	3207	3056	400
ENSGALG00000048170	95	79	161	118
ENSGALG00000049399	598	381	457	363
ENSGALG00000016947	4771	3897	8710	7310
ENSGALG00000007493	217	75	139	45
ENSGALG00000016646	23	9	20	22
ENSGALG00000049484	525	301	449	281
ENSGALG00000050119	1396	1130	614	419
ENSGALG00000003348	268	189	135	109
ENSGALG00000008445	691	503	352	398
ENSGALG00000051327	2	0	0	4
ENSGALG00000006157	911	702	2284	2191
ENSGALG00000008623	1822	1874	4601	3491
ENSGALG00000050302	4	7	9	19
ENSGALG00000009095	10	7	3	0
ENSGALG00000035927	34	25	24	51
ENSGALG00000031281	379	257	245	209
ENSGALG00000006229	2461	2497	1122	849
ENSGALG00000003254	1003	902	591	545
ENSGALG00000054189	6	0	1	5
ENSGALG00000013725	844	783	905	1010
ENSGALG00000023294	11319	7880	8388	7079
ENSGALG00000027232	1	0	4	2
ENSGALG00000050637	544	165	439	252
ENSGALG00000041592	4218	3873	3115	2816
ENSGALG00000036294	17530	13582	9148	6951
ENSGALG00000015403	3	6	2	7
ENSGALG00000013503	137	66	1425	1342
ENSGALG00000051001	82	58	21	4
ENSGALG00000027397	49	38	84	83
ENSGALG00000043367	43	36	52	22
ENSGALG00000004425	678	336	329	281
ENSGALG00000050837	341	225	329	445
ENSGALG00000050727	6	0	7	3
ENSGALG00000003701	2133	969	787	786
ENSGALG00000016675	701	560	150	70
ENSGALG00000012128	55	23	31	23
ENSGALG00000008728	256	126	171	192
ENSGALG00000008834	7	8	15	11
ENSGALG00000003702	2139	1183	1166	1185
ENSGALG00000049532	50	22	59	151
ENSGALG00000006219	446	207	545	383
ENSGALG00000014883	29	17	54	40
ENSGALG00000051711	0	1	2	3
ENSGALG00000046411	16	10	84	55
ENSGALG00000037983	1742	1445	1313	1175
ENSGALG00000011036	10788	6418	9497	8956
ENSGALG00000010243	13131	6927	44465	19077
ENSGALG00000003426	0	0	5	3
ENSGALG00000016014	636	252	350	356
ENSGALG00000015783	2641	2110	1303	964
ENSGALG00000003645	962	697	364	325
ENSGALG00000000908	556	374	358	367
ENSGALG00000014194	1528	925	780	502
ENSGALG00000008060	305	202	130	15
ENSGALG00000013640	1700	1185	2800	2156
ENSGALG00000049538	3642	3060	3180	2278
ENSGALG00000002725	553	386	207	168
ENSGALG00000008553	1902	1521	1902	1464
ENSGALG00000004531	1714	944	4445	2724
ENSGALG00000009668	365	210	192	118
ENSGALG00000031520	106	84	60	51
ENSGALG00000009262	2	1	2	4
ENSGALG00000000868	559	431	553	315
ENSGALG00000038752	46	42	52	114
ENSGALG00000036627	33	23	18	5
ENSGALG00000007319	1	0	4	5
ENSGALG00000051167	190	84	199	147
ENSGALG00000012052	913	876	381	203
ENSGALG00000050204	185	103	125	101
ENSGALG00000009289	884	787	475	708
ENSGALG00000002346	68	37	52	45
ENSGALG00000008176	153	86	98	76
ENSGALG00000004486	966	634	779	785
ENSGALG00000043002	990	498	505	292
ENSGALG00000013022	132	89	74	112
ENSGALG00000033441	184	124	132	116
ENSGALG00000031303	657	399	394	323
ENSGALG00000054322	71	89	78	64
ENSGALG00000048814	687	408	436	412
ENSGALG00000052089	433	245	245	147
ENSGALG00000038502	362	171	127	59
ENSGALG00000007557	1011	1120	2033	1535
ENSGALG00000026590	1298	942	1281	960
ENSGALG00000008262	726	825	71	25
ENSGALG00000053516	95	45	77	39
ENSGALG00000008172	1576	998	1035	577
ENSGALG00000011266	328	163	269	270
ENSGALG00000039509	23	8	11	9
ENSGALG00000029502	5004	4138	18716	11063
ENSGALG00000002067	532	290	278	224
ENSGALG00000043690	3	0	1	9
ENSGALG00000040380	135	120	75	75
ENSGALG00000012049	295	255	228	219
ENSGALG00000004042	1514	1138	956	874
ENSGALG00000002883	488	365	418	308
ENSGALG00000008330	282	171	152	152
ENSGALG00000006405	31	23	37	32
ENSGALG00000042599	321	104	203	263
ENSGALG00000002379	1307	915	822	480
ENSGALG00000013773	1340	633	840	683
ENSGALG00000041344	2719	1042	601	301
ENSGALG00000005138	865	732	510	370
ENSGALG00000054619	258	178	496	370
ENSGALG00000008166	1856	767	10604	5647
ENSGALG00000011565	0	0	4	2
ENSGALG00000043583	5	1	6	18
ENSGALG00000042554	1738	1441	1565	1526
ENSGALG00000004594	52825	34205	62098	37203
ENSGALG00000033618	1205	1098	2030	1581
ENSGALG00000011664	4	1	7	2
ENSGALG00000004166	856	584	608	459
ENSGALG00000003802	70	42	258	250
ENSGALG00000008536	210	186	88	113
ENSGALG00000010202	189	107	69	87
ENSGALG00000039783	402	294	284	154
ENSGALG00000033575	914	733	524	438
ENSGALG00000053659	0	6	5	5
ENSGALG00000054005	2011	1362	1273	1208
ENSGALG00000045127	1	0	2	3
ENSGALG00000009455	1347	1147	977	901
