	Turtle-5-control-2	Turtle-5-control-1	Turtle-5-8h-PIC	Turtle-3-8h-PIC
ENSCPBG00000004444	8	0	2	43
ENSCPBG00000018977	198	190	148	100
ENSCPBG00000004447	9	9	12	14
ENSCPBG00000000903	7	11	3	1
ENSCPBG00000006595	470	351	500	748
ENSCPBG00000004451	200	249	175	102
ENSCPBG00000011064	1442	1464	1234	1172
ENSCPBG00000011657	3	0	0	13
ENSCPBG00000022990	122	108	126	201
ENSCPBG00000002395	2234	1984	3361	1963
ENSCPBG00000013519	15	17	10	9
ENSCPBG00000018402	17	16	12	13
ENSCPBG00000012852	367	484	380	4439
ENSCPBG00000021567	591	451	455	436
ENSCPBG00000005256	100	85	108	43
ENSCPBG00000011626	21	23	18	80
ENSCPBG00000026917	75	55	34	9
ENSCPBG00000003927	111	111	82	88
ENSCPBG00000004459	4	3	10	1
ENSCPBG00000000052	33	36	50	387
ENSCPBG00000020942	131	107	69	141
ENSCPBG00000028169	10	8	6	3
ENSCPBG00000022007	5	0	5	0
ENSCPBG00000007906	96	58	68	101
ENSCPBG00000006590	72	85	79	64
ENSCPBG00000001581	401	300	622	422
ENSCPBG00000006503	18	14	8	22
ENSCPBG00000004466	921	821	782	858
ENSCPBG00000017161	566	529	398	278
ENSCPBG00000002021	11	5	4	6
ENSCPBG00000005630	3982	3455	3856	7841
ENSCPBG00000009504	839	735	764	399
ENSCPBG00000011677	10	10	2	4
ENSCPBG00000016731	579	495	452	1502
ENSCPBG00000023567	1678	1529	1411	2724
ENSCPBG00000015126	40	19	25	16
ENSCPBG00000012353	285	309	308	311
ENSCPBG00000007839	78	59	37	98
ENSCPBG00000018160	31	30	40	94
ENSCPBG00000004472	92	63	104	162
ENSCPBG00000004486	3	6	5	0
ENSCPBG00000013017	36	28	3	29
ENSCPBG00000005170	76	45	43	53
ENSCPBG00000001223	57	34	59	238
ENSCPBG00000021546	271	325	294	262
ENSCPBG00000009781	93	77	32	270
ENSCPBG00000011034	1698	1442	1643	672
ENSCPBG00000014695	87	89	101	53
ENSCPBG00000000659	41	53	33	53
ENSCPBG00000000621	168	126	112	233
ENSCPBG00000009215	688	667	603	965
ENSCPBG00000002199	109	112	152	134
ENSCPBG00000026652	4	4	0	25
ENSCPBG00000010370	717	641	555	518
ENSCPBG00000001311	13	16	12	9
ENSCPBG00000004503	62	76	41	69
ENSCPBG00000028124	17	35	23	155
ENSCPBG00000008129	287	335	177	321
ENSCPBG00000019855	553	482	338	546
ENSCPBG00000004508	202	101	177	31
ENSCPBG00000006706	59	39	95	47
ENSCPBG00000022584	88	81	32	69
ENSCPBG00000013984	185	114	164	37
ENSCPBG00000027629	18	7	23	1
ENSCPBG00000004513	21	8	12	10
ENSCPBG00000011813	76	107	68	105
ENSCPBG00000019233	385	317	388	257
ENSCPBG00000010823	476	420	429	274
ENSCPBG00000005537	5892	3665	7852	3194
ENSCPBG00000022733	4	1	5	0
ENSCPBG00000025103	36	22	22	42
ENSCPBG00000004518	1106	1047	897	1380
ENSCPBG00000019144	1290	1266	807	1758
ENSCPBG00000010338	5	7	4	6
ENSCPBG00000001751	371	240	406	247
ENSCPBG00000026286	310	245	319	415
ENSCPBG00000006315	718	613	394	774
ENSCPBG00000004522	103	57	66	52
ENSCPBG00000011951	122	149	127	179
ENSCPBG00000027284	185	175	141	297
ENSCPBG00000004524	423	468	259	568
ENSCPBG00000004526	4482	3188	5204	4349
ENSCPBG00000000420	809	836	491	795
ENSCPBG00000006291	1016	808	1270	794
ENSCPBG00000004538	4	6	4	6
ENSCPBG00000001771	204	219	310	216
ENSCPBG00000026097	397	340	327	493
ENSCPBG00000004564	228	183	148	290
ENSCPBG00000018096	10	9	3	31
ENSCPBG00000004539	848	616	675	2698
ENSCPBG00000026980	758	713	777	788
ENSCPBG00000011341	573	710	423	1318
ENSCPBG00000010494	258	187	235	233
ENSCPBG00000005610	48	25	56	38
ENSCPBG00000001005	1965	1620	2127	3904
ENSCPBG00000016792	61	33	20	16
ENSCPBG00000009801	220	196	298	585
ENSCPBG00000005095	61	38	50	32
ENSCPBG00000004542	311	243	144	170
ENSCPBG00000014660	241	279	219	271
ENSCPBG00000010968	540	414	497	549
ENSCPBG00000004547	142	143	96	57
ENSCPBG00000010411	95	79	41	4790
ENSCPBG00000012111	537	489	397	549
ENSCPBG00000019206	39	38	62	23
ENSCPBG00000005847	208	263	228	5504
ENSCPBG00000027219	144	140	69	153
ENSCPBG00000011540	48	25	46	64
ENSCPBG00000022240	23	30	24	27
ENSCPBG00000004561	1	2	7	23
ENSCPBG00000006191	236	254	155	282
ENSCPBG00000007351	47	32	46	23
ENSCPBG00000004572	69	81	61	35
ENSCPBG00000004575	1063	850	872	6545
ENSCPBG00000013759	206	193	188	5727
ENSCPBG00000022650	48	30	112	2451
ENSCPBG00000024885	156	186	133	273
ENSCPBG00000026381	3	0	5	31
ENSCPBG00000024325	240	201	197	545
ENSCPBG00000025213	108	68	111	205
ENSCPBG00000004757	87	77	67	152
ENSCPBG00000012499	93	112	106	159
ENSCPBG00000020763	102	113	96	55
ENSCPBG00000013056	7	7	2	17
ENSCPBG00000024816	11	19	15	26
ENSCPBG00000004593	200	173	221	393
ENSCPBG00000022767	895	768	1099	810
ENSCPBG00000012282	1528	1499	1046	1907
ENSCPBG00000005828	229	208	239	281
ENSCPBG00000018031	327	251	169	410
ENSCPBG00000010094	866	704	805	1201
ENSCPBG00000023131	18	34	17	52
ENSCPBG00000006910	6	5	7	13
ENSCPBG00000007316	177	205	121	254
ENSCPBG00000017174	253	220	201	349
ENSCPBG00000024218	1550	1477	2210	1912
ENSCPBG00000025017	2	3	3	2
ENSCPBG00000004611	126	145	99	323
ENSCPBG00000014064	362	355	373	894
ENSCPBG00000004619	3973	4292	2470	949
ENSCPBG00000013740	2529	2043	2578	3772
ENSCPBG00000020575	11	7	13	12
ENSCPBG00000014062	102	112	45	30
ENSCPBG00000012240	18	13	10	47
ENSCPBG00000006319	2125	1507	1901	2644
ENSCPBG00000015320	12	5	22	0
ENSCPBG00000016404	250	222	244	171
ENSCPBG00000009655	13	8	7	7
ENSCPBG00000002184	81	41	86	4678
ENSCPBG00000003141	286	295	112	413
ENSCPBG00000018877	5	1	4	0
ENSCPBG00000010967	208	142	189	114
ENSCPBG00000003329	279	270	143	353
ENSCPBG00000026442	567	358	551	3930
ENSCPBG00000004296	2	0	0	22
ENSCPBG00000022234	1036	764	1056	697
ENSCPBG00000010887	218	138	384	77
ENSCPBG00000023348	259	209	277	184
ENSCPBG00000004654	34	51	58	65
ENSCPBG00000025332	242	232	169	676
ENSCPBG00000004672	120	100	71	275
ENSCPBG00000004675	669	795	485	866
ENSCPBG00000008594	207	271	212	160
ENSCPBG00000004191	60	56	20	70
ENSCPBG00000005094	10	5	17	18
ENSCPBG00000004681	540	625	345	1889
ENSCPBG00000000301	160	144	93	253
ENSCPBG00000004910	199	184	146	160
ENSCPBG00000012269	0	10	3	3
ENSCPBG00000004852	3	1	5	0
ENSCPBG00000007159	4	0	1	3
ENSCPBG00000001607	2	2	6	4
ENSCPBG00000011685	289	287	186	312
ENSCPBG00000023063	546	364	744	287
ENSCPBG00000004692	47	48	40	52
ENSCPBG00000010902	129	107	54	393
ENSCPBG00000021033	148	111	235	237
ENSCPBG00000015235	25	21	16	111
ENSCPBG00000013270	1160	926	834	1333
ENSCPBG00000009946	5	1	2	23
ENSCPBG00000009723	116	124	124	200
ENSCPBG00000019250	30	16	28	287
ENSCPBG00000010399	1088	819	986	603
ENSCPBG00000004694	14	9	0	8
ENSCPBG00000004702	5577	3602	7408	8589
ENSCPBG00000025523	110	100	116	17
ENSCPBG00000010146	1258	1568	879	2481
ENSCPBG00000008813	47	70	41	122
ENSCPBG00000006519	682	560	639	636
ENSCPBG00000001162	175	192	111	358
ENSCPBG00000015577	1	2	4	1
ENSCPBG00000006239	64	58	53	317
ENSCPBG00000004712	780	787	602	1949
ENSCPBG00000022192	3375	2677	3738	2374
ENSCPBG00000012651	337	453	258	598
ENSCPBG00000020109	4	3	0	3
ENSCPBG00000027329	36	51	30	26
ENSCPBG00000019733	452	361	333	1107
ENSCPBG00000004716	8	21	9	12
ENSCPBG00000004722	1584	1262	2279	10997
ENSCPBG00000017803	95	122	47	86
ENSCPBG00000009930	21	22	19	49
ENSCPBG00000016640	120	102	108	74
ENSCPBG00000009405	117	119	66	94
ENSCPBG00000004721	70	66	73	64
ENSCPBG00000020111	617	713	358	831
ENSCPBG00000027493	19722	15110	28138	9865
ENSCPBG00000001578	228	306	207	445
ENSCPBG00000027921	104	87	77	82
ENSCPBG00000010994	30	11	65	19
ENSCPBG00000002312	5	2	13	3
ENSCPBG00000025496	1149	1331	1057	2960
ENSCPBG00000000429	51	62	45	122
ENSCPBG00000009837	507	426	530	483
ENSCPBG00000013700	170	196	147	157
ENSCPBG00000011925	1688	1576	1343	1135
ENSCPBG00000025074	721	682	334	778
ENSCPBG00000012275	10	11	20	8
ENSCPBG00000004755	121	124	69	163
ENSCPBG00000009228	20	14	5	8
ENSCPBG00000015982	631	636	506	810
ENSCPBG00000023496	35	24	15	35
ENSCPBG00000026909	100	137	72	131
ENSCPBG00000018817	113	96	139	45
ENSCPBG00000004765	189	177	132	3777
ENSCPBG00000025581	870	756	542	1016
ENSCPBG00000007969	116	95	75	146
ENSCPBG00000001249	417	370	554	352
ENSCPBG00000004980	3	0	0	3
ENSCPBG00000019779	115	129	132	149
ENSCPBG00000007099	856	755	770	1260
ENSCPBG00000017439	425	363	358	540
ENSCPBG00000004769	188	144	118	689
ENSCPBG00000014997	3	4	2	15
ENSCPBG00000013475	470	508	301	600
ENSCPBG00000004230	8	4	10	14
ENSCPBG00000005596	92	55	150	127
ENSCPBG00000011175	596	466	578	415
ENSCPBG00000021331	8	4	10	28
ENSCPBG00000002265	620	578	661	672
ENSCPBG00000004130	28	24	26	7
ENSCPBG00000020699	64	46	42	381
ENSCPBG00000006206	433	516	437	502
ENSCPBG00000004780	621	584	545	518
ENSCPBG00000019891	113	104	99	92
ENSCPBG00000008651	2	1	2	0
ENSCPBG00000014073	383	286	294	290
ENSCPBG00000001515	512	611	459	2124
ENSCPBG00000020891	801	641	461	743
ENSCPBG00000001126	3005	3345	1393	2218
ENSCPBG00000001777	1837	1759	971	509
ENSCPBG00000008903	327	356	185	313
ENSCPBG00000004788	523	579	310	313
ENSCPBG00000008773	44	22	46	5
ENSCPBG00000005829	703	508	466	663
ENSCPBG00000006710	5	3	5	0
ENSCPBG00000006311	222	142	137	88
ENSCPBG00000004803	49	50	15	51
ENSCPBG00000019366	6	9	19	3
ENSCPBG00000012142	109	81	49	69
ENSCPBG00000021496	21	14	11	12
ENSCPBG00000000372	29	30	26	150
ENSCPBG00000004126	787	883	540	1564
ENSCPBG00000002365	56	33	67	28
ENSCPBG00000008798	5810	5075	4267	10695
ENSCPBG00000011719	512	434	471	3241
ENSCPBG00000016162	562	521	443	660
ENSCPBG00000000166	99	123	79	136
ENSCPBG00000010625	600	536	594	971
ENSCPBG00000004828	110	128	96	201
ENSCPBG00000001883	10	4	1	0
ENSCPBG00000002118	9	6	5	462
ENSCPBG00000006163	298	289	249	538
ENSCPBG00000017855	132	88	154	116
ENSCPBG00000010702	332	303	201	1370
ENSCPBG00000006405	165	147	115	152
ENSCPBG00000005528	738	766	517	1478
ENSCPBG00000004837	2	4	1	4
ENSCPBG00000008771	6	6	3	8
ENSCPBG00000018688	690	606	734	937
ENSCPBG00000020681	47	54	46	345
ENSCPBG00000009745	639	561	432	633
ENSCPBG00000016706	414	356	281	367
ENSCPBG00000009682	118	123	81	85
ENSCPBG00000013985	10	10	19	19
ENSCPBG00000025001	109	79	50	475
ENSCPBG00000006873	197	176	204	138
ENSCPBG00000006298	2	2	3	3
ENSCPBG00000026527	93	74	90	47
ENSCPBG00000025470	352	329	359	620
ENSCPBG00000004373	48	40	35	28
ENSCPBG00000010988	1781	1369	2242	15333
ENSCPBG00000027372	124	132	158	48
ENSCPBG00000007472	62	42	32	68
ENSCPBG00000017215	529	300	639	471
ENSCPBG00000004669	22	22	43	10
ENSCPBG00000006005	0	0	2	2
ENSCPBG00000013862	4	0	2	2
ENSCPBG00000013431	504	404	431	398
ENSCPBG00000004860	5	8	6	1
ENSCPBG00000009512	81	60	97	182
ENSCPBG00000004869	370	361	206	77
ENSCPBG00000018986	255	143	259	211
ENSCPBG00000012667	1228	1121	921	1285
ENSCPBG00000004875	611	539	505	417
ENSCPBG00000016310	13	8	15	8
ENSCPBG00000004878	5	3	7	3
ENSCPBG00000000373	2923	3051	2015	2250
ENSCPBG00000004884	363	324	236	161
ENSCPBG00000004536	6	6	0	4
ENSCPBG00000004886	159	170	93	83
ENSCPBG00000006980	72	90	40	86
ENSCPBG00000015169	168	213	179	209
ENSCPBG00000005167	380	282	418	370
ENSCPBG00000006718	739	663	829	1105
ENSCPBG00000003830	9	7	12	0
ENSCPBG00000004887	1637	1389	1410	1564
ENSCPBG00000023338	219	227	122	174
ENSCPBG00000012900	243	248	168	189
ENSCPBG00000001078	958	898	713	8649
ENSCPBG00000004891	31	60	29	4
ENSCPBG00000002185	254	220	255	336
ENSCPBG00000012233	154	100	134	80
ENSCPBG00000008252	2680	2136	2225	1786
ENSCPBG00000023811	824	694	475	580
ENSCPBG00000004907	5319	5220	1371	1006
ENSCPBG00000013141	75	62	87	107
ENSCPBG00000020397	142	175	158	211
ENSCPBG00000012057	74	81	33	224
ENSCPBG00000006644	3462	2571	3466	2917
ENSCPBG00000015167	188	129	160	194
ENSCPBG00000004844	532	519	383	841
ENSCPBG00000005977	1181	1109	1053	682
ENSCPBG00000004930	440	406	304	302
ENSCPBG00000011008	1088	971	965	1016
ENSCPBG00000009608	458	389	325	417
ENSCPBG00000008051	199	190	216	1899
ENSCPBG00000002843	169	134	140	434
ENSCPBG00000005842	91	42	41	33
ENSCPBG00000025270	27	31	27	15
ENSCPBG00000012875	0	4	1	3
ENSCPBG00000014759	4	3	3	0
ENSCPBG00000009897	46	41	28	48
ENSCPBG00000012627	222	150	164	144
ENSCPBG00000016709	2929	1966	3959	6108
ENSCPBG00000010202	481	359	338	322
ENSCPBG00000003099	1	4	1	166
ENSCPBG00000015136	10	6	6	1
ENSCPBG00000015700	54	51	26	8
ENSCPBG00000027487	353	342	191	2115
ENSCPBG00000004937	13	22	12	5
ENSCPBG00000004943	4	9	4	14
ENSCPBG00000004946	170	191	158	127
ENSCPBG00000018159	797	654	780	660
ENSCPBG00000018624	8	7	1	10
ENSCPBG00000018388	97	84	126	273
ENSCPBG00000000715	0	2	1	2
ENSCPBG00000010615	23	25	25	17
ENSCPBG00000011748	861	788	691	1739
ENSCPBG00000006417	33	33	39	76
ENSCPBG00000004954	178	168	143	292
ENSCPBG00000017313	21	17	10	11
ENSCPBG00000004958	568	447	468	709
ENSCPBG00000000822	145	182	93	84
ENSCPBG00000001491	961	829	1027	408
ENSCPBG00000025485	143	100	146	227
ENSCPBG00000006107	150	165	54	73
ENSCPBG00000019437	590	485	459	411
ENSCPBG00000021975	431	373	647	341
ENSCPBG00000021446	403	401	316	232
ENSCPBG00000027557	6	5	5	434
ENSCPBG00000025150	1763	1792	1450	1569
ENSCPBG00000023514	269	264	229	299
ENSCPBG00000015211	33	28	22	68
ENSCPBG00000001942	2225	2340	1844	7375
ENSCPBG00000007473	1178	1196	994	616
ENSCPBG00000004964	0	3	2	11
ENSCPBG00000006442	6	5	9	2
ENSCPBG00000016810	88	65	65	142
ENSCPBG00000004965	156	175	99	154
ENSCPBG00000021501	41	38	29	181
ENSCPBG00000000678	574	413	385	1132
ENSCPBG00000025786	4	2	3	14
ENSCPBG00000018842	1	10	2	185
ENSCPBG00000007083	7	10	11	115
ENSCPBG00000006306	643	605	609	749
ENSCPBG00000015447	392	296	302	294
ENSCPBG00000023156	304	236	399	111
ENSCPBG00000012090	1031	905	1038	1020
ENSCPBG00000023620	11	6	7	1
ENSCPBG00000004986	689	363	690	449
ENSCPBG00000020598	645	518	529	1119
ENSCPBG00000010673	4	2	2	56
ENSCPBG00000007555	254	254	250	370
ENSCPBG00000022053	11	6	7	6
ENSCPBG00000025308	900	809	913	7477
ENSCPBG00000013642	66	72	40	67
ENSCPBG00000020431	5	8	11	18
ENSCPBG00000020613	350	369	198	247
ENSCPBG00000004775	92	84	100	115
ENSCPBG00000002947	697	995	651	1500
ENSCPBG00000012922	1	0	3	6
ENSCPBG00000007887	3133	3015	2098	2539
ENSCPBG00000025208	1355	1183	801	1806
ENSCPBG00000011277	298	248	198	237
ENSCPBG00000021864	131	94	107	270
ENSCPBG00000001665	23	15	39	29
ENSCPBG00000013564	9	7	2	8
ENSCPBG00000005002	644	702	388	779
ENSCPBG00000005003	252	327	249	620
ENSCPBG00000006253	40	69	43	30
ENSCPBG00000005004	0	6	1	3
ENSCPBG00000000730	439	443	380	1335
ENSCPBG00000014188	1491	1383	1780	3469
ENSCPBG00000005014	52	89	34	362
ENSCPBG00000017208	17	11	8	79
ENSCPBG00000025052	513	463	614	456
ENSCPBG00000005017	2	2	1	0
ENSCPBG00000009115	14377	10246	17141	7321
ENSCPBG00000005018	43	51	26	276
ENSCPBG00000004053	272	160	257	88
ENSCPBG00000005022	104	99	93	746
ENSCPBG00000027690	299	215	326	613
ENSCPBG00000008560	122	99	92	88
ENSCPBG00000005992	257	240	224	262
ENSCPBG00000004773	6	11	13	4
ENSCPBG00000027519	28	16	10	3
ENSCPBG00000022087	138	136	191	158
ENSCPBG00000005025	283	235	215	768
ENSCPBG00000002173	1775	1828	1014	759
ENSCPBG00000024744	104	140	86	144
ENSCPBG00000002600	269	218	161	336
ENSCPBG00000005027	20	9	13	1
ENSCPBG00000015960	269	323	178	257
ENSCPBG00000011916	10	6	3	62
ENSCPBG00000006869	460	483	231	161
ENSCPBG00000005028	26	31	24	13
ENSCPBG00000016273	58	49	35	87
ENSCPBG00000005029	31	23	52	52
ENSCPBG00000001376	631	465	671	312
ENSCPBG00000024077	3	2	1	9
ENSCPBG00000005039	3	5	5	2
ENSCPBG00000006421	46	27	22	23
ENSCPBG00000022155	15	17	7	16
ENSCPBG00000026675	83	96	59	85
ENSCPBG00000016786	39	33	37	31
ENSCPBG00000013440	202	232	248	456
ENSCPBG00000012016	1	2	2	2
ENSCPBG00000021403	110	100	90	84
ENSCPBG00000010903	0	2	3	0
ENSCPBG00000010932	256	148	351	79
ENSCPBG00000005053	3	1	5	1
ENSCPBG00000014678	348	330	177	261
ENSCPBG00000006004	495	503	696	604
ENSCPBG00000026648	172	161	114	129
ENSCPBG00000007270	63	56	35	93
ENSCPBG00000005066	75	70	53	136
ENSCPBG00000012833	270	277	204	534
ENSCPBG00000013362	22	12	16	45
ENSCPBG00000009865	9	16	11	18
ENSCPBG00000015327	23	15	13	60
ENSCPBG00000027631	1443	1154	1224	10599
ENSCPBG00000001179	17	15	27	14
ENSCPBG00000004037	1251	1158	1218	1665
ENSCPBG00000005071	3	3	1	0
ENSCPBG00000017527	389	326	192	280
ENSCPBG00000005696	13	13	17	3
ENSCPBG00000011256	143	164	97	260
ENSCPBG00000006832	2	3	4	14
ENSCPBG00000020721	304	265	198	294
ENSCPBG00000006852	209	202	206	252
ENSCPBG00000005093	103	72	85	98
ENSCPBG00000021483	207	218	132	119
ENSCPBG00000004337	51	39	63	83
ENSCPBG00000007051	0	4	7	1
ENSCPBG00000000943	2	4	4	6
ENSCPBG00000014405	237	150	245	327
ENSCPBG00000005099	1950	1997	2649	2314
ENSCPBG00000000225	483	417	467	290
ENSCPBG00000006463	456	303	663	306
ENSCPBG00000010441	923	895	785	2022
ENSCPBG00000025277	95	50	32	64
ENSCPBG00000001378	94	170	68	407
ENSCPBG00000020084	446	475	347	300
ENSCPBG00000008073	4	0	1	2
ENSCPBG00000003218	89	107	42	268
ENSCPBG00000027621	379	325	227	1048
ENSCPBG00000005109	412	400	407	274
ENSCPBG00000008563	342	312	292	312
ENSCPBG00000012846	570	396	690	989
ENSCPBG00000019985	3	1	0	18
ENSCPBG00000027305	999	905	1070	1597
ENSCPBG00000000460	63	69	47	84
ENSCPBG00000005118	0	0	4	7
ENSCPBG00000005119	374	397	346	303
ENSCPBG00000002443	66	71	45	46
ENSCPBG00000018868	16	2	5	25
ENSCPBG00000009885	650	819	728	1332
ENSCPBG00000005371	13	10	20	11
ENSCPBG00000028205	195	210	449	247
ENSCPBG00000012712	702	660	678	623
ENSCPBG00000007021	932	884	736	926
ENSCPBG00000009859	236	240	107	269
ENSCPBG00000022859	994	881	712	851
ENSCPBG00000023573	1	3	4	1
ENSCPBG00000005125	276	200	365	322
ENSCPBG00000015660	174	113	160	319
ENSCPBG00000026478	51	37	39	33
ENSCPBG00000008027	2	0	4	26
ENSCPBG00000024225	11	4	4	4
ENSCPBG00000005127	326	244	268	101
ENSCPBG00000020303	1451	1495	703	2027
ENSCPBG00000005129	7	6	4	6
ENSCPBG00000026092	471	464	397	503
ENSCPBG00000011757	149	104	132	262
ENSCPBG00000015120	948	954	745	715
ENSCPBG00000020495	94	130	66	179
ENSCPBG00000010855	10	16	6	70
ENSCPBG00000005993	405	268	750	417
ENSCPBG00000022451	46	25	38	3404
ENSCPBG00000005140	3970	3404	2893	1720
ENSCPBG00000007420	166	154	200	173
ENSCPBG00000018611	65	61	48	80
ENSCPBG00000005148	1739	1511	1229	2953
ENSCPBG00000000157	51	39	56	95
ENSCPBG00000002124	1574	1718	1396	3569
ENSCPBG00000004303	434	381	462	420
ENSCPBG00000025119	280	252	229	219
ENSCPBG00000024228	43	64	32	48
ENSCPBG00000006561	1058	1075	773	1549
ENSCPBG00000023925	668	746	667	837
ENSCPBG00000019402	6	2	1	3
ENSCPBG00000002925	1	0	2	2
ENSCPBG00000028252	350	313	520	223
ENSCPBG00000025791	35	55	32	32
ENSCPBG00000000216	42	32	30	27
ENSCPBG00000013052	148	86	146	130
ENSCPBG00000005862	14	25	14	0
ENSCPBG00000005157	176	156	135	326
ENSCPBG00000008228	1055	1076	587	1378
ENSCPBG00000005171	296	265	171	297
ENSCPBG00000025602	173	213	137	223
ENSCPBG00000013204	240	211	132	321
ENSCPBG00000024309	559	410	626	2185
ENSCPBG00000005180	432	353	316	461
ENSCPBG00000019539	633	633	507	3654
ENSCPBG00000028274	6	2	4	0
ENSCPBG00000005675	270	199	199	139
ENSCPBG00000025988	884	799	695	3084
ENSCPBG00000013515	6	3	1	4
ENSCPBG00000001712	1	7	3	60
ENSCPBG00000027213	1160	1266	912	3132
ENSCPBG00000006748	1062	984	916	2255
ENSCPBG00000007416	1213	1247	424	884
ENSCPBG00000024286	0	2	2	1
ENSCPBG00000026322	565	582	435	637
ENSCPBG00000019363	6	12	12	5
ENSCPBG00000009130	1018	472	1383	509
ENSCPBG00000025473	40	41	49	52
ENSCPBG00000025566	328	304	169	492
ENSCPBG00000009956	140	129	99	584
ENSCPBG00000005193	136	135	93	88
ENSCPBG00000027489	87	67	63	22
ENSCPBG00000005195	208	147	110	262
ENSCPBG00000000062	25088	12343	35904	12784
ENSCPBG00000005201	316	343	217	370
ENSCPBG00000002968	60	70	31	18
ENSCPBG00000005202	0	0	6	12
ENSCPBG00000005204	34	45	64	10106
ENSCPBG00000006567	7	18	10	8
ENSCPBG00000005207	80	53	63	54
ENSCPBG00000005546	909	942	638	1066
ENSCPBG00000017065	4	7	4	7
ENSCPBG00000006689	113	83	61	280
ENSCPBG00000017000	1480	1298	970	1970
ENSCPBG00000026128	45	48	45	124
ENSCPBG00000026935	439	364	492	566
ENSCPBG00000006596	807	921	746	1300
ENSCPBG00000010113	23	29	42	6
ENSCPBG00000021035	44	42	44	67
ENSCPBG00000005211	4657	5667	3724	9376
ENSCPBG00000005107	32	46	38	15
ENSCPBG00000005215	1685	1260	2119	1158
ENSCPBG00000002919	1258	1436	917	2186
ENSCPBG00000026297	1434	1128	1452	1771
ENSCPBG00000005216	448	396	325	241
ENSCPBG00000005586	9	11	5	1
ENSCPBG00000002203	314	247	288	430
ENSCPBG00000024193	542	375	611	2271
ENSCPBG00000007039	631	491	392	11709
ENSCPBG00000001388	0	2	3	16
ENSCPBG00000001549	94	102	63	71
ENSCPBG00000010155	1547	1186	1555	2884
ENSCPBG00000006816	2	2	3	5
ENSCPBG00000005223	709	883	578	2530
ENSCPBG00000004829	51	50	35	56
ENSCPBG00000005226	847	507	994	614
ENSCPBG00000005227	535	441	478	818
ENSCPBG00000005230	385	336	396	302
ENSCPBG00000001647	1667	1479	893	815
ENSCPBG00000002708	77	73	30	76
ENSCPBG00000009093	1819	1423	1692	2963
ENSCPBG00000006601	5	0	1	29
ENSCPBG00000027644	72	53	112	282
ENSCPBG00000008026	17	4	9	1
ENSCPBG00000005240	18	14	22	197
ENSCPBG00000005246	9	16	8	10
ENSCPBG00000010328	5	12	0	44
ENSCPBG00000005252	72	60	95	66
ENSCPBG00000001764	434	385	378	638
ENSCPBG00000024408	1416	1315	711	3713
ENSCPBG00000001754	189	131	151	216
ENSCPBG00000016812	1714	1548	1448	2348
ENSCPBG00000005261	15	17	27	10
ENSCPBG00000022404	2103	1577	2637	3045
ENSCPBG00000010626	638	578	419	1239
ENSCPBG00000013470	11	20	13	15
ENSCPBG00000015829	122	152	103	114
ENSCPBG00000018293	4	6	9	12
ENSCPBG00000006636	759	690	504	467
ENSCPBG00000011511	121	102	79	189
ENSCPBG00000005263	544	482	259	911
ENSCPBG00000021156	74	84	60	96
ENSCPBG00000007033	41	97	23	68
ENSCPBG00000011111	761	729	742	1095
ENSCPBG00000014587	838	713	776	1327
ENSCPBG00000005825	510	431	421	237
ENSCPBG00000012357	206	208	129	316
ENSCPBG00000005273	63	43	32	118
ENSCPBG00000005275	0	2	2	5
ENSCPBG00000003154	112	122	119	215
ENSCPBG00000005279	61	44	44	122
ENSCPBG00000004916	19	35	18	47
ENSCPBG00000005280	106	132	59	1826
ENSCPBG00000004678	722	774	506	1316
ENSCPBG00000005852	10	3	9	5
ENSCPBG00000005282	2149	1917	1699	25797
ENSCPBG00000017654	249	248	212	278
ENSCPBG00000006675	25	22	22	26
ENSCPBG00000013863	1567	1446	1416	1833
ENSCPBG00000006188	24842	14168	36040	11987
ENSCPBG00000005289	45	33	51	38
ENSCPBG00000008441	581	500	441	1186
ENSCPBG00000005303	12	13	4	3
ENSCPBG00000023832	492	433	605	511
ENSCPBG00000005797	130	118	184	94
ENSCPBG00000022276	140	86	164	130
ENSCPBG00000025223	2189	1649	2106	2491
ENSCPBG00000005026	820	711	582	1713
ENSCPBG00000005312	2476	2141	1773	578
ENSCPBG00000005316	22	33	14	629
ENSCPBG00000003706	41	38	16	30
ENSCPBG00000013651	4	7	1	9
ENSCPBG00000022393	4	6	2	9
ENSCPBG00000008203	275	228	254	259
ENSCPBG00000002581	1980	1957	1647	4121
ENSCPBG00000025193	385	330	298	315
ENSCPBG00000026992	1050	812	724	1426
ENSCPBG00000013667	61	64	33	73
ENSCPBG00000022003	1393	1273	1195	1080
ENSCPBG00000012756	328	358	289	397
ENSCPBG00000023255	168	148	170	2717
ENSCPBG00000017114	2002	1693	1766	2647
ENSCPBG00000009959	0	3	0	9
ENSCPBG00000005327	561	502	740	585
ENSCPBG00000023051	365	369	301	206
ENSCPBG00000009220	28	27	36	129
ENSCPBG00000014444	10	4	10	5
ENSCPBG00000027180	465	362	517	1109
ENSCPBG00000005330	299	297	123	991
ENSCPBG00000007766	69	67	66	303
ENSCPBG00000007048	10349	7593	11127	9039
ENSCPBG00000024111	8116	4880	12436	4567
ENSCPBG00000001144	79	90	31	83
ENSCPBG00000023877	546	412	500	334
ENSCPBG00000005334	2330	2083	2187	1585
ENSCPBG00000005335	185	195	185	196
ENSCPBG00000017294	17	23	36	297
ENSCPBG00000026295	179	175	203	287
