	turtle_3_control_1	turtle_3_control_2	turtle_3_lps_8h	turtle_5_lps_8h
ENSCPBG00000014924	5185	1825	6273	306
ENSCPBG00000004222	18	10	25	4
ENSCPBG00000000984	165	75	143	42
ENSCPBG00000022777	7	4	8	0
ENSCPBG00000025087	24	19	38	0
ENSCPBG00000010267	107	33	76	50
ENSCPBG00000000806	529	220	523	88
ENSCPBG00000026639	519	193	519	107
ENSCPBG00000006708	155	43	141	32
ENSCPBG00000006721	217	88	239	70
ENSCPBG00000023899	5	2	4	0
ENSCPBG00000006581	1157	445	1348	77
ENSCPBG00000002295	530	203	359	12
ENSCPBG00000017650	253	95	234	481
ENSCPBG00000017542	10	11	2	7
ENSCPBG00000008822	8	5	11	2
ENSCPBG00000005009	406	196	364	112
ENSCPBG00000016168	3	0	2	0
ENSCPBG00000006744	368	161	368	143
ENSCPBG00000001976	588	198	449	316
ENSCPBG00000022373	88	76	132	62
ENSCPBG00000008005	2424	1046	2021	943
ENSCPBG00000001155	735	284	569	251
ENSCPBG00000006758	4566	1911	4037	1362
ENSCPBG00000006759	411	166	394	105
ENSCPBG00000004914	17	8	7	15
ENSCPBG00000007862	5	0	2	0
ENSCPBG00000001831	1775	849	1960	237
ENSCPBG00000020751	19	4	4	0
ENSCPBG00000015486	1806	723	1694	150
ENSCPBG00000005380	24	12	22	8
ENSCPBG00000006769	6	0	9	1
ENSCPBG00000011950	1053	465	1041	566
ENSCPBG00000001250	1549	671	1435	476
ENSCPBG00000007613	96	18	110	15
ENSCPBG00000006772	1083	517	941	335
ENSCPBG00000012865	40	10	26	171
ENSCPBG00000023566	108	39	85	71
ENSCPBG00000004665	972	494	1096	465
ENSCPBG00000001786	5	7	19	9
ENSCPBG00000011963	252	73	216	135
ENSCPBG00000006821	401	142	340	294
ENSCPBG00000025917	7	4	6	6
ENSCPBG00000006797	28	13	25	4
ENSCPBG00000006800	231	86	196	144
ENSCPBG00000006804	14381	6502	13241	5470
ENSCPBG00000012122	43	26	37	45
ENSCPBG00000017005	1246	534	1054	350
ENSCPBG00000008375	25626	10917	19533	19077
ENSCPBG00000021098	945	412	730	252
ENSCPBG00000013960	1102	384	1054	222
ENSCPBG00000006822	149	57	101	60
ENSCPBG00000011353	31	19	33	13
ENSCPBG00000006836	458	214	453	178
ENSCPBG00000028230	916	429	661	558
ENSCPBG00000012165	2	1	3	3
ENSCPBG00000008411	1463	647	1174	887
ENSCPBG00000023506	24	3	28	6
ENSCPBG00000014711	1	0	2	2
ENSCPBG00000015419	2166	862	2175	274
ENSCPBG00000006855	18	10	30	26
ENSCPBG00000009358	2	0	6	0
ENSCPBG00000026790	13240	6510	12881	7365
ENSCPBG00000026338	4	1	3	0
ENSCPBG00000010133	1465	567	1291	511
ENSCPBG00000018206	815	331	899	12
ENSCPBG00000006868	228	127	176	66
ENSCPBG00000006874	50	17	28	21
ENSCPBG00000006883	465	183	361	144
ENSCPBG00000016330	3442	1364	3324	1035
ENSCPBG00000019370	1068	394	1142	480
ENSCPBG00000023099	161	60	173	5
ENSCPBG00000009809	47	12	38	38
ENSCPBG00000000263	2	1	1	3
ENSCPBG00000006891	814	337	715	282
ENSCPBG00000006893	19	11	18	18
ENSCPBG00000006278	253	115	235	206
ENSCPBG00000012045	699	280	573	201
ENSCPBG00000006907	2755	1213	2163	1008
ENSCPBG00000002942	419	211	313	341
ENSCPBG00000001759	14	1	1	6
ENSCPBG00000006913	595	281	540	201
ENSCPBG00000003873	9	6	6	2
ENSCPBG00000006915	535	200	515	164
ENSCPBG00000002657	17	9	12	12
ENSCPBG00000012105	178	96	165	39
ENSCPBG00000015751	12	3	14	16
ENSCPBG00000000979	2908	1331	2488	1061
ENSCPBG00000011968	226	75	196	136
ENSCPBG00000013814	943	419	993	290
ENSCPBG00000017136	6293	2823	5946	2275
ENSCPBG00000009662	88	28	51	0
ENSCPBG00000006929	205	67	188	82
ENSCPBG00000006936	1083	382	1026	986
ENSCPBG00000026537	1	2	3	1
ENSCPBG00000008617	26	6	31	13
ENSCPBG00000000426	23730	9473	23458	192
ENSCPBG00000006948	36	12	37	5
ENSCPBG00000022663	1159	459	1184	522
ENSCPBG00000024456	3	5	12	0
ENSCPBG00000011546	60	48	52	0
ENSCPBG00000023203	838	295	914	378
ENSCPBG00000002058	3	3	3	2
ENSCPBG00000022951	5590	2298	5069	2099
ENSCPBG00000006955	532	273	398	207
ENSCPBG00000002485	34	22	39	17
ENSCPBG00000004020	876	381	763	401
ENSCPBG00000020515	1311	573	1088	922
ENSCPBG00000012918	563	244	486	399
ENSCPBG00000014378	500	323	565	241
ENSCPBG00000003465	3199	1404	2971	951
ENSCPBG00000022436	26	4	29	15
ENSCPBG00000010915	78	41	74	17
ENSCPBG00000006968	1	1	5	5
ENSCPBG00000001472	1192	493	1106	570
ENSCPBG00000005575	16	2	23	1
ENSCPBG00000001520	475	192	285	226
ENSCPBG00000006978	480	165	496	216
ENSCPBG00000006990	1006	412	801	430
ENSCPBG00000006995	219	130	184	60
ENSCPBG00000006996	48	25	37	11
ENSCPBG00000021307	444	121	326	118
ENSCPBG00000008754	187	95	158	72
ENSCPBG00000007006	679	310	573	277
ENSCPBG00000025153	274	109	221	167
ENSCPBG00000019114	5845	2464	4978	1286
ENSCPBG00000021169	329	134	312	182
ENSCPBG00000010238	1030	602	1581	498
ENSCPBG00000007017	262	98	265	74
ENSCPBG00000021950	20	16	17	2
ENSCPBG00000021724	0	0	3	2
ENSCPBG00000007022	373	152	310	106
ENSCPBG00000024430	146	71	135	192
ENSCPBG00000007533	8	0	7	3
ENSCPBG00000007027	43854	18038	52453	5549
ENSCPBG00000006498	14	6	7	2
ENSCPBG00000003409	41	18	59	42
ENSCPBG00000007030	152	50	126	49
ENSCPBG00000019477	11475	4401	8475	1468
ENSCPBG00000016093	3	1	3	4
ENSCPBG00000024890	2	0	0	5
ENSCPBG00000020374	81	38	78	41
ENSCPBG00000007032	3246	1052	3403	379
ENSCPBG00000027741	779	315	835	331
ENSCPBG00000007052	1670	608	1460	655
ENSCPBG00000016103	17	17	22	13
ENSCPBG00000023231	12	5	9	9
ENSCPBG00000007053	79	42	131	28
ENSCPBG00000021662	469	173	405	248
ENSCPBG00000014170	226	108	214	76
ENSCPBG00000007941	5364	2266	4314	2414
ENSCPBG00000014412	6663	2759	6196	5
ENSCPBG00000020035	2631	1532	3000	652
ENSCPBG00000002236	344	170	260	65
ENSCPBG00000007054	908	399	629	11
ENSCPBG00000024914	599	214	535	490
ENSCPBG00000008346	2042	842	1903	185
ENSCPBG00000003072	755	245	787	165
ENSCPBG00000006034	44338	18224	38541	3877
ENSCPBG00000020964	60	28	61	19
ENSCPBG00000007062	2420	1282	3661	973
ENSCPBG00000011543	266	100	235	90
ENSCPBG00000007070	8	5	9	0
ENSCPBG00000007073	1148	421	1020	391
ENSCPBG00000001402	903	470	1082	570
ENSCPBG00000005604	428	192	365	202
ENSCPBG00000002014	15	9	19	11
ENSCPBG00000008814	10	5	7	3
ENSCPBG00000001089	620	191	576	144
ENSCPBG00000003682	2309	1025	1920	1169
ENSCPBG00000007091	621	262	690	204
ENSCPBG00000013926	455	205	382	181
ENSCPBG00000027253	872	381	781	167
ENSCPBG00000008861	1976	863	1609	208
ENSCPBG00000009459	1260	513	1125	537
ENSCPBG00000007096	506	237	531	81
ENSCPBG00000013039	810	472	986	310
ENSCPBG00000012691	585	244	373	243
ENSCPBG00000010114	93	52	78	47
ENSCPBG00000015961	2	0	0	2
ENSCPBG00000023722	5	2	3	0
ENSCPBG00000023797	29	18	19	11
ENSCPBG00000019884	27	11	19	2
ENSCPBG00000010089	144	96	252	30
ENSCPBG00000028202	4198	1693	3657	1363
ENSCPBG00000007109	23	32	41	48
ENSCPBG00000011756	32	11	26	40
ENSCPBG00000001845	307	121	348	104
ENSCPBG00000011050	4589	1844	4295	415
ENSCPBG00000008431	506	69	532	93
ENSCPBG00000018860	1151	539	937	427
ENSCPBG00000015636	60	44	82	33
ENSCPBG00000000682	3263	1050	3145	1253
ENSCPBG00000014544	1526	1013	2267	349
ENSCPBG00000011053	37	17	30	21
ENSCPBG00000019782	4885	1794	3690	1544
ENSCPBG00000010670	5072	1976	4391	155
ENSCPBG00000026592	10	6	8	1
ENSCPBG00000018296	226	115	270	111
ENSCPBG00000010386	52	28	61	14
ENSCPBG00000005421	25	7	32	21
ENSCPBG00000023898	1690	626	1595	472
ENSCPBG00000023568	21	6	9	34
ENSCPBG00000026548	59	12	48	35
ENSCPBG00000001594	1222	654	1213	550
ENSCPBG00000005248	4044	1642	3824	1342
ENSCPBG00000007151	5	0	6	1
ENSCPBG00000025977	360	144	412	117
ENSCPBG00000007156	11	3	10	2
ENSCPBG00000018090	2	3	7	2
ENSCPBG00000013975	398	156	421	172
ENSCPBG00000028157	926	467	889	164
ENSCPBG00000027682	533	248	508	498
ENSCPBG00000013976	313	94	286	228
ENSCPBG00000016685	1918	717	1897	682
ENSCPBG00000013978	43	15	44	26
ENSCPBG00000021000	28	10	27	26
ENSCPBG00000026510	44	28	54	6
ENSCPBG00000022333	102	40	78	49
ENSCPBG00000013980	6	4	13	15
ENSCPBG00000022723	275	151	234	86
ENSCPBG00000016134	123	60	72	99
ENSCPBG00000013989	774	322	700	401
ENSCPBG00000026848	528	223	515	330
ENSCPBG00000013991	271	134	237	148
ENSCPBG00000013993	3152	1499	2863	516
ENSCPBG00000012792	7	5	2	3
ENSCPBG00000023391	158	38	157	84
ENSCPBG00000009635	602	220	536	315
ENSCPBG00000026799	22447	10338	20103	4223
ENSCPBG00000027624	4321	1522	3355	840
ENSCPBG00000013999	149	58	136	37
ENSCPBG00000007739	25	14	28	23
ENSCPBG00000017253	1447	690	1268	164
ENSCPBG00000014000	39	15	46	47
ENSCPBG00000020665	613	181	506	268
ENSCPBG00000012448	3770	1710	3536	847
ENSCPBG00000014001	5143	2822	4925	297
ENSCPBG00000014002	415	177	429	8
ENSCPBG00000021681	516	164	462	124
ENSCPBG00000014004	1571	518	1340	5
ENSCPBG00000021365	202	100	187	16
ENSCPBG00000014777	491	203	466	302
ENSCPBG00000014007	212	74	180	52
ENSCPBG00000014870	110	50	103	63
ENSCPBG00000014008	1918	479	1976	618
ENSCPBG00000014009	2558	1079	3298	316
ENSCPBG00000019005	243	124	242	133
ENSCPBG00000014014	1398	417	1456	116
ENSCPBG00000014015	280	92	188	27
ENSCPBG00000014017	7389	2448	6514	5316
ENSCPBG00000007589	562	254	434	231
ENSCPBG00000020887	40	26	81	1
ENSCPBG00000006392	70	48	50	20
ENSCPBG00000022902	2285	1180	2181	957
ENSCPBG00000027712	20	5	7	5
ENSCPBG00000003199	205	99	180	136
ENSCPBG00000014029	1844	874	1573	1088
ENSCPBG00000024180	0	0	2	3
ENSCPBG00000025730	2378	1104	2320	1158
ENSCPBG00000014031	4275	1793	4411	677
ENSCPBG00000013003	78	35	81	25
ENSCPBG00000014032	902	474	586	248
ENSCPBG00000014034	638	245	527	223
ENSCPBG00000022854	11	0	6	3
ENSCPBG00000025624	74	39	121	59
ENSCPBG00000026854	88	25	111	88
ENSCPBG00000014040	21	12	29	13
ENSCPBG00000016765	103	49	63	0
ENSCPBG00000015597	3329	1313	3056	567
ENSCPBG00000003430	10788	4099	9772	5056
ENSCPBG00000014044	543	232	572	2
ENSCPBG00000005072	573	266	632	204
ENSCPBG00000020023	774	363	969	384
ENSCPBG00000014051	721	341	607	204
ENSCPBG00000019396	16	7	42	15
ENSCPBG00000023944	1051	395	1412	164
ENSCPBG00000014057	66	51	78	35
ENSCPBG00000007722	680	289	660	281
ENSCPBG00000014061	12612	4912	11100	4603
ENSCPBG00000027729	562	236	597	79
ENSCPBG00000002943	0	3	3	10
ENSCPBG00000016723	5004	1747	4477	2104
ENSCPBG00000014063	2925	1121	3117	641
ENSCPBG00000014074	2073	806	1703	845
ENSCPBG00000014075	644	236	439	228
ENSCPBG00000014081	39	18	32	39
ENSCPBG00000022283	19	13	21	25
ENSCPBG00000014088	19	4	20	23
ENSCPBG00000017796	199	76	168	100
ENSCPBG00000009076	4	6	14	2
ENSCPBG00000019082	1129	462	832	98
ENSCPBG00000014091	43337	18082	32924	24888
ENSCPBG00000012491	9	5	8	14
ENSCPBG00000014095	49	35	31	81
ENSCPBG00000014103	351	159	351	0
ENSCPBG00000014104	172	79	250	1
ENSCPBG00000016332	368	160	370	17
ENSCPBG00000013959	26	10	23	10
ENSCPBG00000016349	432	144	310	380
ENSCPBG00000019902	87	35	124	38
ENSCPBG00000014106	894	428	1177	21
ENSCPBG00000008955	2956	1570	3381	1616
ENSCPBG00000014111	448	158	472	254
ENSCPBG00000014112	598	262	468	97
ENSCPBG00000014113	14	15	9	4
ENSCPBG00000020974	23	22	26	34
ENSCPBG00000025463	4654	2078	4576	1179
ENSCPBG00000014114	730	283	693	499
ENSCPBG00000009796	212	68	160	61
ENSCPBG00000014127	50	24	69	10
ENSCPBG00000008761	252	116	200	121
ENSCPBG00000024483	6	1	8	1
ENSCPBG00000025036	7	6	4	0
ENSCPBG00000014128	8	4	7	0
ENSCPBG00000018893	1097	486	966	683
ENSCPBG00000014146	2752	962	3340	380
ENSCPBG00000014147	6707	2620	5181	3283
ENSCPBG00000017671	2	0	3	2
ENSCPBG00000014149	1712	721	1507	166
ENSCPBG00000014150	6	1	4	7
ENSCPBG00000014166	2	0	2	0
ENSCPBG00000014168	52	25	42	18
ENSCPBG00000021738	811	348	724	246
ENSCPBG00000014169	7	2	8	4
ENSCPBG00000015720	245	110	242	63
ENSCPBG00000014173	860	273	787	303
ENSCPBG00000023383	396	181	376	156
ENSCPBG00000014174	211	88	197	86
ENSCPBG00000020402	13	6	8	4
ENSCPBG00000014175	154	70	139	66
ENSCPBG00000009325	953	491	888	194
ENSCPBG00000014178	2439	1174	2066	865
ENSCPBG00000014180	416	209	430	158
ENSCPBG00000014182	12464	5538	10243	4418
ENSCPBG00000027064	1555	749	1325	816
ENSCPBG00000014194	35609	15855	28773	25101
ENSCPBG00000017689	126	44	114	182
ENSCPBG00000027606	180	80	190	8
ENSCPBG00000014203	1764	705	1457	194
ENSCPBG00000014208	13918	6095	11233	1277
ENSCPBG00000018102	124	50	87	35
ENSCPBG00000014397	2244	1081	1933	492
ENSCPBG00000014215	419	179	317	322
ENSCPBG00000014221	57	16	61	38
ENSCPBG00000014225	1974	821	1702	599
ENSCPBG00000006966	4897	1833	4396	1661
ENSCPBG00000014230	89	36	87	52
ENSCPBG00000014233	3356	1258	2636	1001
ENSCPBG00000025645	595	296	518	193
ENSCPBG00000027430	50	15	62	36
ENSCPBG00000001570	1966	922	1644	666
ENSCPBG00000014238	1444	572	1217	386
ENSCPBG00000017982	2063	970	1732	995
ENSCPBG00000014247	471	154	393	241
ENSCPBG00000008412	108	63	120	40
ENSCPBG00000014252	8	7	5	2
ENSCPBG00000014255	2090	701	2497	4266
ENSCPBG00000019760	3	2	1	8
ENSCPBG00000005926	985	436	933	295
ENSCPBG00000014259	1071	459	864	320
ENSCPBG00000014263	9	1	4	3
ENSCPBG00000017556	4	5	8	26
ENSCPBG00000021622	498	208	442	116
ENSCPBG00000014266	299	86	283	133
ENSCPBG00000014267	11	2	9	8
ENSCPBG00000014269	2355	1171	1830	3069
ENSCPBG00000014270	3119	1400	2714	1026
ENSCPBG00000019922	377	156	402	40
ENSCPBG00000014274	19	5	17	0
ENSCPBG00000014275	293	82	335	57
ENSCPBG00000008963	42	24	21	8
ENSCPBG00000014282	638	211	519	99
ENSCPBG00000001090	358	142	295	139
ENSCPBG00000014287	723	309	472	85
ENSCPBG00000014288	3706	1562	3066	1194
ENSCPBG00000014291	326	135	353	75
ENSCPBG00000002793	10	5	13	12
ENSCPBG00000014297	1	0	6	11
ENSCPBG00000028056	1537	567	1553	481
ENSCPBG00000001257	51	19	39	115
ENSCPBG00000014309	2	2	9	32
ENSCPBG00000014315	13	5	13	0
ENSCPBG00000014316	73	30	114	23
ENSCPBG00000014319	44	19	40	213
ENSCPBG00000013669	37	20	24	2
ENSCPBG00000013110	1710	718	1216	1417
ENSCPBG00000014327	6271	2326	5483	282
ENSCPBG00000014331	6	4	14	0
ENSCPBG00000017169	96	53	95	31
ENSCPBG00000014333	714	273	718	265
ENSCPBG00000014334	42	23	51	79
ENSCPBG00000018250	142	60	125	36
ENSCPBG00000014336	907	406	929	417
ENSCPBG00000026475	25	12	16	3
ENSCPBG00000026693	15	11	12	59
ENSCPBG00000014340	688	313	654	272
ENSCPBG00000022856	10	8	13	0
ENSCPBG00000014343	4780	1995	4256	1299
ENSCPBG00000014344	53	28	41	6
ENSCPBG00000014347	3	4	3	1
ENSCPBG00000018767	7	0	3	4
ENSCPBG00000003104	1096	311	996	328
ENSCPBG00000014348	578	222	491	16
ENSCPBG00000014153	3	3	1	12
ENSCPBG00000000734	884	450	821	400
ENSCPBG00000014354	4291	1518	4583	901
ENSCPBG00000014964	655	269	590	314
ENSCPBG00000027934	1017	338	905	427
ENSCPBG00000009659	477	163	421	227
ENSCPBG00000025280	200	83	192	68
ENSCPBG00000014360	736	377	567	91
ENSCPBG00000014361	625	240	538	216
ENSCPBG00000014365	6	1	8	11
ENSCPBG00000014370	121	50	111	64
ENSCPBG00000014371	58	22	29	0
ENSCPBG00000012378	1266	543	1030	967
ENSCPBG00000014373	256	106	255	0
ENSCPBG00000019401	346	117	300	91
ENSCPBG00000014377	708	249	686	11
ENSCPBG00000024353	364	156	193	127
ENSCPBG00000014382	246	111	200	102
ENSCPBG00000001959	2248	934	2017	534
ENSCPBG00000014387	378	171	412	156
ENSCPBG00000014390	15378	7004	11997	2590
ENSCPBG00000014391	889	393	790	458
ENSCPBG00000022138	10	4	24	1
ENSCPBG00000014394	97	52	71	61
ENSCPBG00000005212	1542	741	1402	462
ENSCPBG00000014414	1255	513	1153	230
ENSCPBG00000014415	119	42	154	109
ENSCPBG00000014416	18	17	47	0
ENSCPBG00000006781	23	4	7	15
ENSCPBG00000024690	161	94	160	29
ENSCPBG00000014421	718	300	699	419
ENSCPBG00000008979	20432	8544	18880	10639
ENSCPBG00000014425	2314	984	2091	836
ENSCPBG00000007462	10	7	17	1
ENSCPBG00000021184	600	247	550	117
ENSCPBG00000013281	1316	565	1117	1031
ENSCPBG00000014435	4	0	0	5
ENSCPBG00000018837	2213	977	1772	1160
ENSCPBG00000019289	9	3	7	3
ENSCPBG00000014442	1791	817	1813	454
ENSCPBG00000017694	546	240	506	27
ENSCPBG00000014451	1372	465	1242	232
ENSCPBG00000012710	259	105	298	139
ENSCPBG00000014454	591	266	531	215
ENSCPBG00000021540	58	22	70	70
ENSCPBG00000014455	2	2	3	7
ENSCPBG00000014459	3955	1315	3711	1584
ENSCPBG00000015350	433	156	369	62
ENSCPBG00000018227	833	361	765	397
ENSCPBG00000014461	8233	3475	9549	1387
ENSCPBG00000014465	3	4	4	9
ENSCPBG00000021610	1084	439	1110	235
ENSCPBG00000014470	688	325	580	337
ENSCPBG00000011112	494	226	444	129
ENSCPBG00000023455	12	4	10	1
ENSCPBG00000017685	276	257	438	104
ENSCPBG00000014476	282	121	280	101
ENSCPBG00000014477	266	100	375	188
ENSCPBG00000014482	10	1	7	2
ENSCPBG00000014484	60	46	71	3
ENSCPBG00000015924	14	2	6	11
ENSCPBG00000014485	1160	437	1099	38
ENSCPBG00000021703	17	4	35	0
ENSCPBG00000022790	43	20	43	8
ENSCPBG00000016627	3383	1226	3579	409
ENSCPBG00000020015	1396	696	1170	285
ENSCPBG00000014495	3576	1454	2927	1446
ENSCPBG00000017182	812	362	629	1062
ENSCPBG00000015372	39	17	39	12
ENSCPBG00000025903	1676	733	1196	562
ENSCPBG00000010476	1126	604	1112	937
ENSCPBG00000014100	137	55	114	17
ENSCPBG00000014503	721	358	804	222
ENSCPBG00000014504	11	11	13	0
ENSCPBG00000009246	132	69	126	48
ENSCPBG00000014506	480	265	457	114
ENSCPBG00000023392	18789	7897	18748	3886
ENSCPBG00000014509	803	484	935	211
ENSCPBG00000019745	304	149	197	189
ENSCPBG00000014510	3	2	1	4
ENSCPBG00000011839	180	74	185	41
ENSCPBG00000014513	611	205	511	182
ENSCPBG00000020605	315	124	408	123
ENSCPBG00000014514	3	6	3	7
ENSCPBG00000014515	360	121	395	185
ENSCPBG00000016071	2	0	6	1
ENSCPBG00000014516	107	68	120	56
ENSCPBG00000018151	711	339	605	87
ENSCPBG00000005628	299	138	479	17
ENSCPBG00000014518	761	390	678	344
ENSCPBG00000014519	1250	499	1045	377
ENSCPBG00000013807	348	171	291	80
ENSCPBG00000014521	531	218	533	257
ENSCPBG00000011249	126	73	130	58
ENSCPBG00000027184	675	354	686	213
ENSCPBG00000014522	234	118	284	61
ENSCPBG00000014525	17	8	15	1
ENSCPBG00000014526	80	29	83	27
ENSCPBG00000014527	79	27	52	3
ENSCPBG00000015606	26	17	25	36
ENSCPBG00000014528	8	0	4	2
ENSCPBG00000013283	908	418	877	737
ENSCPBG00000014530	2	2	2	0
ENSCPBG00000014531	203	84	181	82
ENSCPBG00000014532	705	300	618	131
ENSCPBG00000014533	11887	4962	10349	530
ENSCPBG00000003894	95	40	89	35
ENSCPBG00000008362	8	6	9	0
ENSCPBG00000014539	104	63	88	9
ENSCPBG00000014542	73	38	50	0
ENSCPBG00000014552	61	33	78	6
ENSCPBG00000011689	18	5	17	5
ENSCPBG00000018825	525	247	597	125
ENSCPBG00000014553	5016	2290	4220	593
ENSCPBG00000009819	115	53	123	65
ENSCPBG00000009495	1361	537	1573	555
ENSCPBG00000003786	75	21	102	15
ENSCPBG00000025745	1351	589	1226	667
ENSCPBG00000004998	4	0	3	1
ENSCPBG00000016369	1617	552	1335	445
ENSCPBG00000000100	33	20	31	16
ENSCPBG00000014565	1345	645	1186	287
ENSCPBG00000022907	3451	1616	3127	1213
ENSCPBG00000015002	143	81	157	71
ENSCPBG00000014566	1041	460	866	199
ENSCPBG00000021984	433	211	366	124
ENSCPBG00000014567	5683	2509	5204	2168
ENSCPBG00000017781	187	103	149	164
ENSCPBG00000021974	19468	11696	20637	3432
ENSCPBG00000014574	1728	769	1480	393
ENSCPBG00000014578	51	24	44	4
ENSCPBG00000010143	94	57	80	36
ENSCPBG00000014580	9	0	7	4
ENSCPBG00000014586	182	68	176	129
ENSCPBG00000025137	4326	1583	5010	2354
ENSCPBG00000014602	325	153	353	86
ENSCPBG00000016992	629	281	719	223
ENSCPBG00000024640	409	173	407	176
ENSCPBG00000014612	8	1	5	0
ENSCPBG00000014617	7	7	9	11
ENSCPBG00000008738	4054	1689	3523	1541
ENSCPBG00000025824	129	66	144	40
ENSCPBG00000014620	774	381	529	119
ENSCPBG00000014628	234	80	234	120
ENSCPBG00000002084	161	79	157	82
ENSCPBG00000002652	252	101	278	96
ENSCPBG00000025601	10	1	8	0
ENSCPBG00000003573	1166	471	973	237
ENSCPBG00000006574	697	271	548	259
ENSCPBG00000014632	4879	2120	3900	2557
ENSCPBG00000014635	788	413	767	58
ENSCPBG00000025545	470	150	400	208
ENSCPBG00000014636	5734	2406	4505	2302
ENSCPBG00000014639	506	169	432	107
ENSCPBG00000015473	201	87	156	37
ENSCPBG00000014641	204	90	172	74
ENSCPBG00000001551	336	137	365	188
ENSCPBG00000014643	181	57	170	37
ENSCPBG00000001167	432	187	443	216
ENSCPBG00000014646	110	43	128	75
ENSCPBG00000024243	23	10	10	2
ENSCPBG00000020289	44	47	72	100
ENSCPBG00000001107	1369	515	1226	198
ENSCPBG00000014658	22	8	23	7
ENSCPBG00000014661	226	89	186	45
ENSCPBG00000014665	137	77	144	42
ENSCPBG00000015098	11	3	24	5
ENSCPBG00000014667	54	13	40	17
ENSCPBG00000028091	7	6	1	4
ENSCPBG00000008043	1	0	4	2
ENSCPBG00000014669	1272	408	1062	562
ENSCPBG00000014670	639	443	915	579
ENSCPBG00000027596	11	1	12	3
ENSCPBG00000014671	11673	4510	8166	8560
ENSCPBG00000014675	130	61	93	19
ENSCPBG00000023186	1195	553	1079	424
ENSCPBG00000014676	7	3	4	0
ENSCPBG00000014677	826	381	669	498
ENSCPBG00000014686	670	285	576	334
ENSCPBG00000023511	174	66	204	57
ENSCPBG00000022806	1557	643	1401	359
ENSCPBG00000005761	1283	591	1163	1373
ENSCPBG00000014691	2	9	3	0
ENSCPBG00000019578	127	40	153	36
ENSCPBG00000014709	1598	714	1246	479
ENSCPBG00000014717	26693	11533	19381	21702
ENSCPBG00000014723	1306	514	1080	318
ENSCPBG00000014724	114	54	239	1
ENSCPBG00000014725	5887	2429	4814	2036
ENSCPBG00000017977	77	37	96	1
ENSCPBG00000014726	33	14	28	4
ENSCPBG00000025755	3381	1610	2825	1085
ENSCPBG00000014727	576	211	499	262
ENSCPBG00000014731	418	176	337	192
ENSCPBG00000014732	7486	3264	5366	4063
ENSCPBG00000014733	1569	644	1352	769
ENSCPBG00000014734	106	37	109	17
ENSCPBG00000014747	2864	1240	2731	303
ENSCPBG00000014749	2	3	3	2
ENSCPBG00000008574	13	0	4	5
ENSCPBG00000014751	1220	533	1615	66
ENSCPBG00000020205	35339	15534	29354	5879
ENSCPBG00000023403	273	85	229	68
ENSCPBG00000014753	3560	1657	2394	317
ENSCPBG00000023360	711	312	646	438
ENSCPBG00000027564	10327	3828	10050	4062
ENSCPBG00000014760	40	11	45	5
ENSCPBG00000016428	667	285	581	262
ENSCPBG00000011594	4	1	3	5
ENSCPBG00000010001	996	451	871	27
ENSCPBG00000020976	20	12	16	32
ENSCPBG00000004226	4	1	1	10
ENSCPBG00000014771	1594	544	1649	292
ENSCPBG00000018257	5842	3472	6395	2233
ENSCPBG00000020881	1975	809	1716	1669
ENSCPBG00000014584	19	5	16	15
ENSCPBG00000014773	40	18	29	19
ENSCPBG00000014776	22396	7232	20092	1020
ENSCPBG00000024120	111	41	84	65
ENSCPBG00000014785	74	29	63	27
ENSCPBG00000009250	1107	492	933	495
ENSCPBG00000014787	158	65	143	64
ENSCPBG00000025279	1112	449	814	183
ENSCPBG00000014789	2	0	1	4
ENSCPBG00000014790	145	64	184	81
ENSCPBG00000008418	23	8	29	7
ENSCPBG00000014791	1695	688	1412	461
ENSCPBG00000014793	2	2	2	1
ENSCPBG00000014794	433	203	535	147
ENSCPBG00000013085	80	40	48	2
ENSCPBG00000014796	2318	927	2294	606
ENSCPBG00000014800	537	215	582	65
ENSCPBG00000024379	44	12	44	25
ENSCPBG00000026982	1843	813	1921	1106
ENSCPBG00000014803	252	94	210	23
ENSCPBG00000014804	4382	1800	4041	369
ENSCPBG00000001660	382	159	446	49
ENSCPBG00000014809	0	0	3	2
ENSCPBG00000022455	3355	1496	3146	1443
ENSCPBG00000005420	558	205	427	205
ENSCPBG00000000811	1875	780	1724	780
ENSCPBG00000014820	92	26	83	47
ENSCPBG00000014824	2353	730	2099	1034
ENSCPBG00000014825	57	20	50	21
ENSCPBG00000022852	1054	437	909	211
ENSCPBG00000014830	374	161	371	287
ENSCPBG00000024496	223	76	170	107
ENSCPBG00000014832	36	13	37	57
ENSCPBG00000010596	3344	1191	3044	1358
ENSCPBG00000014834	3517	1249	3407	620
ENSCPBG00000026085	156	75	207	46
ENSCPBG00000014843	68	27	51	45
ENSCPBG00000020593	913	394	876	339
ENSCPBG00000025025	13	6	14	6
ENSCPBG00000014848	159	66	120	222
ENSCPBG00000012760	61	16	49	5
ENSCPBG00000027218	1696	589	2251	428
ENSCPBG00000023184	1730	726	1564	506
ENSCPBG00000014854	147	54	93	51
ENSCPBG00000014859	291	121	340	57
ENSCPBG00000025382	21	13	11	0
