	chicken_a_control_1	chicken_a_control_2	chicken_a_pic_4h	chicken_d_pic_4h
ENSGALG00010026433	2113	1733	1464	1296
ENSGALG00010009490	926	298	2028	1811
ENSGALG00010015436	727	415	1059	951
ENSGALG00010019036	2214	1608	3903	3133
ENSGALG00010001753	749	409	1325	1106
ENSGALG00010022830	75	52	76	60
ENSGALG00010007183	23	20	15	12
ENSGALG00010016449	1584	688	5588	6623
ENSGALG00010023443	92	42	46	48
ENSGALG00010005519	712	312	431	286
ENSGALG00010022958	1532	1118	1460	1335
ENSGALG00010009518	571	176	744	846
ENSGALG00010003977	82	96	78	64
ENSGALG00010001627	1159	784	779	694
ENSGALG00010003366	362	143	262	278
ENSGALG00010004006	32	11	42	18
ENSGALG00010001896	61	40	14	9
ENSGALG00010004966	1991	982	952	606
ENSGALG00010028742	244	124	200	180
ENSGALG00010028445	298	230	322	268
ENSGALG00010013577	104	41	117	143
ENSGALG00010021465	191	150	61	133
ENSGALG00010002346	6	1	4	5
ENSGALG00010003103	1741	842	916	975
ENSGALG00010000384	1432	861	864	665
ENSGALG00010001666	3	2	4	0
ENSGALG00010001598	21	10	14	13
ENSGALG00010021155	190	124	43	38
ENSGALG00010019193	22	12	14	10
ENSGALG00010009466	1662	1483	1224	1178
ENSGALG00010022539	556	350	311	301
ENSGALG00010009432	965	627	480	334
ENSGALG00010001518	6396	2670	1658	747
ENSGALG00010013015	453	334	1682	1169
ENSGALG00010001801	2	0	6	0
ENSGALG00010024637	59	47	212	64
ENSGALG00010012574	910	394	487	423
ENSGALG00010017962	744	452	687	486
ENSGALG00010002371	824	1651	640	759
ENSGALG00010017993	366	273	222	253
ENSGALG00010012407	10880	10631	11678	6797
ENSGALG00010001585	5923	2705	4710	5126
ENSGALG00010024595	13	4	26	15
ENSGALG00010023593	5280	4400	4466	3905
ENSGALG00010018060	8	5	8	18
ENSGALG00010001559	121	46	94	71
ENSGALG00010024196	331	251	196	175
ENSGALG00010014935	1162	875	503	243
ENSGALG00010012228	387	262	176	152
ENSGALG00010013523	30	27	13	17
ENSGALG00010028489	76	27	2684	1620
ENSGALG00010011734	17	10	9	5
ENSGALG00010017641	1669	1037	234	51
ENSGALG00010016377	2	1	18	6
ENSGALG00010009637	4679	2637	2952	1802
ENSGALG00010023277	173	92	83	38
ENSGALG00010015899	848	421	565	537
ENSGALG00010004044	518	194	354	329
ENSGALG00010013624	0	0	5	7
ENSGALG00010010156	2924	1342	3813	4007
ENSGALG00010020364	951	577	494	328
ENSGALG00010009412	2	3	3	3
ENSGALG00010003420	1597	580	4124	1272
ENSGALG00010009059	755	538	564	458
ENSGALG00010004933	874	682	534	439
ENSGALG00010010939	307	199	376	311
ENSGALG00010007287	25879	31202	27217	26450
ENSGALG00010029565	0	0	38	20
ENSGALG00010001545	83	62	30	76
ENSGALG00010028247	3672	2316	2203	1487
ENSGALG00010013322	92	48	53	86
ENSGALG00010005489	395	133	227	291
ENSGALG00010003165	3488	2599	8265	6176
ENSGALG00010001542	781	605	530	456
ENSGALG00010011436	669	356	509	410
ENSGALG00010002355	1802	453	431	458
ENSGALG00010001632	36	21	278	240
ENSGALG00010001713	73	10	126	168
ENSGALG00010010596	372	171	160	131
ENSGALG00010020417	164	177	3949	9966
ENSGALG00010017193	10	3	7	6
ENSGALG00010001536	6	3	0	4
ENSGALG00010005362	7798	4700	6196	3880
ENSGALG00010001854	14	14	19	17
ENSGALG00010008234	582	235	239	164
ENSGALG00010008336	3119	1964	3092	2193
ENSGALG00010011839	16	23	31	28
ENSGALG00010001528	1822	1441	1500	1406
ENSGALG00010008099	4119	2102	4890	3013
ENSGALG00010006748	1344	826	743	760
ENSGALG00010029192	1107	778	911	514
ENSGALG00010024164	2023	754	799	1128
ENSGALG00010003283	0	0	73	28
ENSGALG00010009338	122	64	41	55
ENSGALG00010021597	26	23	36	66
ENSGALG00010004762	132	47	94	75
ENSGALG00010025407	1758	1584	1059	1046
ENSGALG00010001525	91192	66689	80129	46609
ENSGALG00010016615	863	556	640	472
ENSGALG00010008408	3429	2337	2031	1654
ENSGALG00010028123	1002	784	536	147
ENSGALG00010008034	0	1	5	5
ENSGALG00010010839	0	0	2	3
ENSGALG00010001760	2800	1310	2279	2416
ENSGALG00010010205	1958	1009	2494	2173
ENSGALG00010016772	456	301	125	111
ENSGALG00010005107	732	491	375	288
ENSGALG00010013672	31	20	83	73
ENSGALG00010001521	766	341	398	354
ENSGALG00010012880	1413	1290	1433	1417
ENSGALG00010007911	6480	9543	79221	55665
ENSGALG00010020530	4277	2755	3071	3038
ENSGALG00010017140	2698	2015	1423	943
ENSGALG00010005187	5	1	0	3
ENSGALG00010014427	131	67	42	31
ENSGALG00010013783	2087	1387	1266	725
ENSGALG00010014910	4	4	8	3
ENSGALG00010007434	647	549	519	457
ENSGALG00010006004	101	64	66	36
ENSGALG00010021124	964	574	510	162
ENSGALG00010000046	927	540	534	410
ENSGALG00010002349	1031	739	929	658
ENSGALG00010001853	267	182	285	192
ENSGALG00010012521	57	31	63	63
ENSGALG00010001512	620	216	653	623
ENSGALG00010005288	141	81	36	12
ENSGALG00010012247	397	304	249	461
ENSGALG00010009083	182	172	157	96
ENSGALG00010001508	39	41	21	4
ENSGALG00010028889	1461	787	857	629
ENSGALG00010013958	13	7	23	14
ENSGALG00010022992	3929	1651	3500	2688
ENSGALG00010007650	752	354	438	322
ENSGALG00010001588	22	15	14	34
ENSGALG00010016335	1444	845	541	721
ENSGALG00010020453	356	251	37	0
ENSGALG00010001710	499	275	188	121
ENSGALG00010013679	354	294	167	229
ENSGALG00010001497	79	55	353	243
ENSGALG00010004471	48	38	806	402
ENSGALG00010001966	715	904	778	870
ENSGALG00010008385	5875	4152	3900	2414
ENSGALG00010024864	769	566	351	500
ENSGALG00010015769	699	431	497	334
ENSGALG00010009000	879	723	505	427
ENSGALG00010000612	3	3	4	0
ENSGALG00010021236	1195	619	652	632
ENSGALG00010002886	6206	3985	4476	4479
ENSGALG00010001941	17	6	16517	14555
ENSGALG00010017442	1323	974	1288	881
ENSGALG00010004116	149	93	343	314
ENSGALG00010007912	522	369	265	123
ENSGALG00010001127	1851	1029	1313	928
ENSGALG00010013203	118	44	28	36
ENSGALG00010027510	438	399	1901	1023
ENSGALG00010013494	565	300	345	296
ENSGALG00010001480	2	3	0	1
ENSGALG00010011372	2591	967	890	664
ENSGALG00010009511	5676	8166	2450	3101
ENSGALG00010006623	58	61	154	83
ENSGALG00010012286	2497	1900	2051	1119
ENSGALG00010015861	2537	1507	1909	1834
ENSGALG00010027133	1	2	1	5
ENSGALG00010001513	1031	761	978	843
ENSGALG00010027410	816	940	940	665
ENSGALG00010019912	21	14	22	19
ENSGALG00010026115	26	22	24	40
ENSGALG00010008331	646	498	535	430
ENSGALG00010001420	30	5	19	14
ENSGALG00010002429	3	2	0	0
ENSGALG00010008437	831	616	774	556
ENSGALG00010028454	161	134	94	62
ENSGALG00010001764	3	0	3	1
ENSGALG00010027106	645	407	347	179
ENSGALG00010001654	9914	8801	9219	5281
ENSGALG00010000308	129	84	89	90
ENSGALG00010020449	4206	2758	2186	1647
ENSGALG00010007130	2967	3303	14303	10819
ENSGALG00010012842	17503	11723	20278	18667
ENSGALG00010004242	217	114	37	1
ENSGALG00010005037	437	213	122	142
ENSGALG00010002992	590	784	454	721
ENSGALG00010008033	824	271	329	88
ENSGALG00010027563	1368	856	465	291
ENSGALG00010000649	276	86	100	101
ENSGALG00010017142	4533	1780	1547	352
ENSGALG00010017453	1360	974	1051	971
ENSGALG00010001479	653	278	3004	3013
ENSGALG00010000369	14	6	4	29
ENSGALG00010008145	96	13	112	134
ENSGALG00010022707	26	11	10	0
ENSGALG00010008059	815	442	932	751
ENSGALG00010001776	400	157	614	513
ENSGALG00010012749	155	235	203	179
ENSGALG00010008693	263	142	142	145
ENSGALG00010007926	4274	2712	4788	3354
ENSGALG00010008069	5	12	3	0
ENSGALG00010022328	19	22	94	37
ENSGALG00010014739	131	99	68	53
ENSGALG00010001700	93	110	137	85
ENSGALG00010006283	481	226	147	153
ENSGALG00010007989	2292	1759	1027	791
ENSGALG00010010792	305	241	81	88
ENSGALG00010014396	1205	1182	1311	1314
ENSGALG00010007654	4	3	4	0
ENSGALG00010005495	16845	13136	8162	4710
ENSGALG00010022690	3	2	0	0
ENSGALG00010018451	758	464	635	452
ENSGALG00010018887	24	16	3	1
ENSGALG00010021424	361	312	247	235
ENSGALG00010000411	9	3	18	14
ENSGALG00010024728	3	2	2	0
ENSGALG00010003081	938	497	691	642
ENSGALG00010021550	2037	2040	4947	3363
ENSGALG00010001432	605	452	433	430
ENSGALG00010021697	18	7	15	5
ENSGALG00010000467	7417	5201	4731	2605
ENSGALG00010001783	6	1	10	0
ENSGALG00010027953	4616	2480	1281	508
ENSGALG00010003154	1066	621	533	261
ENSGALG00010002428	9	7	34	7
ENSGALG00010011015	170	119	72	48
ENSGALG00010020828	5	4	6	14
ENSGALG00010023175	3076	2746	2064	1624
ENSGALG00010000026	5261	4583	6782	4193
ENSGALG00010009530	111	73	27	10
ENSGALG00010001418	394	193	229	246
ENSGALG00010000686	771	500	377	305
ENSGALG00010005126	1650	1345	1077	947
ENSGALG00010014894	132	81	84	117
ENSGALG00010006085	2828	2033	1231	801
ENSGALG00010029732	43	17	33	23
ENSGALG00010000324	10	2	196	109
ENSGALG00010007893	143	58	732	593
ENSGALG00010024798	1917	1456	1265	1211
ENSGALG00010001520	5	0	49	3
ENSGALG00010020071	5975	3616	3146	2156
ENSGALG00010016541	2107	1331	1677	1528
ENSGALG00010000007	37505	28940	50193	31468
ENSGALG00010020125	422	228	72	48
ENSGALG00010005246	1280	664	1127	812
ENSGALG00010016319	278	199	128	111
ENSGALG00010003718	3	3	0	0
ENSGALG00010009089	266	162	139	164
ENSGALG00010029285	3418	2301	3101	2095
ENSGALG00010002584	228	104	601	558
ENSGALG00010014031	184	123	341	252
ENSGALG00010016980	419	235	128	93
ENSGALG00010005233	203	267	188	194
ENSGALG00010017468	1255	852	691	449
ENSGALG00010001409	2290	4066	874	105
ENSGALG00010016169	1457	846	1061	844
ENSGALG00010002437	34	6	36	19
ENSGALG00010004241	3	3	0	1
ENSGALG00010028242	294	186	193	172
ENSGALG00010018961	329	146	161	211
ENSGALG00010001180	1705	1140	1509	452
ENSGALG00010008292	2674	1690	1477	925
ENSGALG00010008127	689	655	447	271
ENSGALG00010016950	56	5	65	0
ENSGALG00010014522	3	3	2	0
ENSGALG00010001398	790	389	470	473
ENSGALG00010009650	16	5	22	15
ENSGALG00010011459	20	10	41	27
ENSGALG00010024928	1086	1122	414	274
ENSGALG00010001397	882	629	596	639
ENSGALG00010001363	510	316	166	102
ENSGALG00010002321	1	1	6	2
ENSGALG00010002041	3784	2239	2538	2930
ENSGALG00010007521	1330	527	653	572
ENSGALG00010003835	481	191	783	368
ENSGALG00010001415	6	12	18	15
ENSGALG00010005443	491	322	649	596
ENSGALG00010016041	536	306	490	279
ENSGALG00010024030	1655	802	1058	1014
ENSGALG00010015887	2257	567	792	463
ENSGALG00010025705	640	237	340	303
ENSGALG00010001691	162	98	96	126
ENSGALG00010008330	346	233	575	467
ENSGALG00010004929	1	2	7	10
ENSGALG00010005714	929	487	617	607
ENSGALG00010005229	271	140	141	177
ENSGALG00010021026	258	191	209	189
ENSGALG00010017362	28008	19640	17024	8164
ENSGALG00010025892	4368	3784	3551	3521
ENSGALG00010014131	606	356	399	396
ENSGALG00010008212	50	35	27	18
ENSGALG00010006047	999	645	764	921
ENSGALG00010009775	52	30	46	33
ENSGALG00010012190	5364	2977	3931	3237
ENSGALG00010013831	3361	2334	2112	1759
ENSGALG00010000646	64	23	22	10
ENSGALG00010002492	12148	9383	12147	6956
ENSGALG00010007856	540	597	308	311
ENSGALG00010022662	4	0	3	0
ENSGALG00010005918	2	0	9	6
ENSGALG00010010134	3	0	0	2
ENSGALG00010004219	33	11	24	34
ENSGALG00010007974	2	2	1	0
ENSGALG00010018559	213	265	331	258
ENSGALG00010001382	1801	1170	927	791
ENSGALG00010000177	688	350	473	300
ENSGALG00010013787	347	180	340	292
ENSGALG00010001381	810	204	2641	2884
ENSGALG00010009360	1538	672	1853	1417
ENSGALG00010011790	62	27	70	54
ENSGALG00010011045	22	11	3	4
ENSGALG00010000452	2179	1161	921	931
ENSGALG00010006254	171	91	87	54
ENSGALG00010006244	24	16	10	14
ENSGALG00010012654	289	202	342	298
ENSGALG00010029197	5	1	193	103
ENSGALG00010014949	1139	775	659	422
ENSGALG00010005590	1082	580	729	561
ENSGALG00010001378	327	217	416	333
ENSGALG00010001372	210	92	1903	606
ENSGALG00010005327	4	4	1	0
ENSGALG00010011993	1242	790	733	625
ENSGALG00010001369	2172	1084	1839	1926
ENSGALG00010006342	1239	508	547	677
ENSGALG00010008107	5860	3328	2613	1988
ENSGALG00010001368	42	22	1	11
ENSGALG00010028045	3	2	5	8
ENSGALG00010012121	1469	675	1073	1448
ENSGALG00010009411	2229	1284	1233	1004
ENSGALG00010007819	1925	849	1289	1159
ENSGALG00010001470	22	6	12	4
ENSGALG00010024904	1175	681	754	336
ENSGALG00010015977	1	2	0	4
ENSGALG00010010526	36	21	35	34
ENSGALG00010029768	127	51	33	10
ENSGALG00010007403	36	16	37	17
ENSGALG00010000450	1064	662	1157	814
ENSGALG00010027960	924	582	663	529
ENSGALG00010006029	389	272	144	104
ENSGALG00010001350	6	8	4	4
ENSGALG00010000319	26	37	49	44
ENSGALG00010008333	1818	981	623	593
ENSGALG00010013227	3034	2214	5409	3601
ENSGALG00010029439	172	205	109	90
ENSGALG00010018020	674	488	355	335
ENSGALG00010001674	1461	1402	930	790
ENSGALG00010024645	642	218	750	677
ENSGALG00010001174	510	249	428	419
ENSGALG00010013297	331	195	174	176
ENSGALG00010001877	2932	1832	2295	1320
ENSGALG00010029553	5	7	23	9
ENSGALG00010010022	8336	8023	8076	7829
ENSGALG00010023837	4989	3581	2311	1491
ENSGALG00010012508	266	113	151	132
ENSGALG00010011985	40	13	94	92
ENSGALG00010001504	9	2	3	4
ENSGALG00010014189	3	3	0	0
ENSGALG00010022824	492	252	274	151
ENSGALG00010007155	7	1	1	5
ENSGALG00010017263	932	615	1621	1008
ENSGALG00010001307	2496	1628	853	379
ENSGALG00010010419	2	0	2	1
ENSGALG00010015793	12842	16445	7947	10556
ENSGALG00010005392	138	79	70	39
ENSGALG00010004379	631	257	614	527
ENSGALG00010028450	0	2	8	5
ENSGALG00010019859	2059	1528	1643	993
ENSGALG00010020295	2	0	1	2
ENSGALG00010016732	1567	1056	1173	659
ENSGALG00010028141	3173	3088	13400	13882
ENSGALG00010027317	606	399	472	380
ENSGALG00010025491	1301	645	649	648
ENSGALG00010001304	3046	2177	2081	1496
ENSGALG00010016640	1376	677	866	622
ENSGALG00010028158	563	426	360	224
ENSGALG00010024369	1	0	3	2
ENSGALG00010004460	1	0	4	5
ENSGALG00010001686	362	112	274	166
ENSGALG00010000381	65	21	36	8
ENSGALG00010029144	978	686	317	147
ENSGALG00010024528	269	153	415	382
ENSGALG00010016350	3632	2190	1790	1810
ENSGALG00010023733	137	61	77	67
ENSGALG00010000650	1528	1077	1652	1286
ENSGALG00010001301	736	498	635	479
ENSGALG00010025614	0	0	11	19
ENSGALG00010006819	566	328	389	287
ENSGALG00010011696	3447	2554	4047	3603
ENSGALG00010004610	701	467	466	399
ENSGALG00010014145	2	3	0	0
ENSGALG00010009668	8	3	5	3
ENSGALG00010024758	222	90	92	65
ENSGALG00010000228	16	3	28	11
ENSGALG00010010270	5391	2830	3579	2467
ENSGALG00010011425	1078	418	586	469
ENSGALG00010018251	2672	2431	1671	1544
ENSGALG00010022769	7095	5820	5399	3854
ENSGALG00010018485	2086	940	1127	1022
ENSGALG00010001286	187	150	177	136
ENSGALG00010003278	17	8	12	10
ENSGALG00010000616	1290	1102	1144	605
ENSGALG00010018279	0	0	11	38
ENSGALG00010004751	285	131	183	196
ENSGALG00010017510	9	1	17	7
ENSGALG00010008426	2610	1795	2403	1802
ENSGALG00010003109	352	254	606	539
ENSGALG00010010567	255	85	188	106
ENSGALG00010000350	6461	5119	6409	4964
ENSGALG00010020648	1190	1105	1616	1071
ENSGALG00010016762	5	3	1	7
ENSGALG00010000037	4340	1354	6789	4665
ENSGALG00010000491	1256	578	811	807
ENSGALG00010003731	37	21	25	1
ENSGALG00010017347	271	174	277	173
ENSGALG00010024366	4	4	23	7
ENSGALG00010002282	10	0	14	0
ENSGALG00010012017	392	250	159	145
ENSGALG00010001608	69	61	58	97
ENSGALG00010007970	618	375	336	448
ENSGALG00010027320	977	580	522	383
ENSGALG00010024467	374	237	1521	1123
ENSGALG00010014658	42913	19817	14593	19160
ENSGALG00010010628	11	1	13	3
ENSGALG00010012891	5	3	2	5
ENSGALG00010000485	3045	2590	1833	2169
ENSGALG00010003024	1375	765	1354	1150
ENSGALG00010004735	850	906	2605	1369
ENSGALG00010020693	3	0	5	0
ENSGALG00010005843	2	0	3	0
ENSGALG00010001271	346	224	226	248
ENSGALG00010013435	6	4	3	2
ENSGALG00010008995	418	358	271	167
ENSGALG00010005302	1065	850	868	795
ENSGALG00010017388	960	734	423	389
ENSGALG00010007787	2860	3136	2140	1059
ENSGALG00010001262	642	462	756	542
ENSGALG00010001258	4	1	1	3
ENSGALG00010004081	7659	5463	7098	4782
ENSGALG00010021272	547	311	8548	6812
ENSGALG00010001257	13	10	8	5
ENSGALG00010025549	811	432	337	114
ENSGALG00010005468	1505	1118	1172	825
ENSGALG00010005104	607	760	280	358
ENSGALG00010011485	1513	516	319	338
ENSGALG00010027173	9451	5569	2174	1599
ENSGALG00010005119	489	286	258	262
ENSGALG00010002825	1804	1089	1562	1100
ENSGALG00010002880	1969	1183	2199	1183
ENSGALG00010013018	34	16	63	61
ENSGALG00010020576	1892	1780	1000	540
ENSGALG00010014504	1767	1029	767	588
ENSGALG00010002669	56	9	2003	1292
ENSGALG00010008194	206	99	112	104
ENSGALG00010014344	502	294	321	273
ENSGALG00010008311	374	242	238	182
ENSGALG00010001239	24	23	85	73
ENSGALG00010006038	397	179	166	141
ENSGALG00010004375	104	62	32	29
ENSGALG00010018308	217	133	140	172
ENSGALG00010006270	259	82	77	91
ENSGALG00010001237	10	3	15	2
ENSGALG00010029333	1241	540	769	478
ENSGALG00010008141	219	201	195	145
ENSGALG00010014324	2	9	2	2
ENSGALG00010011553	3	4	10	5
ENSGALG00010004880	0	0	3	2
ENSGALG00010006243	3	4	24	5
ENSGALG00010000286	889	497	423	400
ENSGALG00010029777	23	17	41	23
ENSGALG00010007126	91	79	152	100
ENSGALG00010001721	209	105	87	75
ENSGALG00010007408	7202	4731	2173	1027
ENSGALG00010020609	80	45	61	17
ENSGALG00010001845	3893	3080	5035	4424
ENSGALG00010024775	868	422	471	559
ENSGALG00010003256	7468	378	10414	881
ENSGALG00010029560	1317	780	7682	5594
ENSGALG00010023551	3337	2030	1956	1147
ENSGALG00010028642	356	237	233	154
ENSGALG00010006123	274	169	158	150
ENSGALG00010009717	3	2	100	44
ENSGALG00010001082	2853	2409	1264	1352
ENSGALG00010016114	292	117	273	235
ENSGALG00010009790	0	0	2	6
ENSGALG00010001233	20009	11805	4384	2734
ENSGALG00010010336	459	786	1149	494
ENSGALG00010001779	16	8	48	36
ENSGALG00010001194	167	50	83	93
ENSGALG00010003796	4264	3706	5981	3881
ENSGALG00010008346	1389	1465	12757	7532
ENSGALG00010003245	299	113	468	278
ENSGALG00010011360	566	289	386	269
ENSGALG00010022172	175	97	106	134
ENSGALG00010006163	359	171	348	41
ENSGALG00010016118	3241	2300	2522	1709
ENSGALG00010001852	2	0	1	2
ENSGALG00010026536	1124	639	418	456
ENSGALG00010010431	186	161	27	14
ENSGALG00010001229	781	535	739	855
ENSGALG00010001661	1566	1201	1171	1087
ENSGALG00010000412	489	277	242	178
ENSGALG00010021644	2371	1464	1055	1232
ENSGALG00010001224	958	299	654	728
ENSGALG00010010422	91	53	143	46
ENSGALG00010015614	1365	868	705	885
ENSGALG00010005578	1296	909	812	977
ENSGALG00010017746	477	287	226	249
ENSGALG00010018513	244	163	102	107
ENSGALG00010027597	806	464	406	297
ENSGALG00010002215	3	5	0	3
ENSGALG00010001624	1	4	3	8
ENSGALG00010000729	5	1	347	723
ENSGALG00010011983	542	133	1075	154
ENSGALG00010001214	1451	949	508	647
ENSGALG00010002022	9	2	5	0
ENSGALG00010007166	9	8	0	0
ENSGALG00010001906	601	432	613	401
ENSGALG00010004730	553	367	329	312
ENSGALG00010016569	3393	2512	2735	3193
ENSGALG00010001213	13	18	9	3
ENSGALG00010006212	470	438	4783	4755
ENSGALG00010003812	53	40	73	93
ENSGALG00010001205	114	48	59	71
ENSGALG00010001844	6	1	3	0
ENSGALG00010014742	46	61	117	76
ENSGALG00010009159	1631	1613	1789	1639
ENSGALG00010029720	184	116	110	72
ENSGALG00010001167	718	490	1486	1621
ENSGALG00010024166	13	2	4	0
ENSGALG00010023748	56	35	15	8
ENSGALG00010001198	6706	6108	10623	7833
ENSGALG00010013266	400	130	1006	415
ENSGALG00010008641	22	5	31	2
ENSGALG00010002733	23	14	18	40
ENSGALG00010002853	236	92	133	213
ENSGALG00010019275	2	0	0	2
ENSGALG00010001192	96	125	25	42
ENSGALG00010023840	207	276	141	173
ENSGALG00010000232	1116	521	499	325
ENSGALG00010025292	16006	11639	4775	2059
ENSGALG00010001270	2129	1475	1337	961
ENSGALG00010003400	24	3	14	13
ENSGALG00010001423	334	133	136	114
ENSGALG00010003900	1742	1090	1557	1279
ENSGALG00010001611	239	72	434	217
ENSGALG00010009121	10	3	2	6
ENSGALG00010009068	569	490	496	492
ENSGALG00010015094	13293	8134	17325	9888
ENSGALG00010009578	554	303	2153	1152
ENSGALG00010011287	2000	1327	1577	672
ENSGALG00010014953	352	163	148	85
ENSGALG00010024884	2610	1586	4588	3842
ENSGALG00010019027	588	582	769	461
ENSGALG00010001188	377	210	421	265
ENSGALG00010007925	2167	728	130	50
ENSGALG00010000387	53	31	49	22
ENSGALG00010016173	0	0	5	5
ENSGALG00010007707	3	0	1180	621
ENSGALG00010012317	6	3	5	2
ENSGALG00010005291	1911	913	1318	1370
ENSGALG00010005094	2	0	3	0
ENSGALG00010016556	109	55	39	31
ENSGALG00010002181	637	500	426	443
ENSGALG00010029497	7	4	2	2
ENSGALG00010001708	211	103	119	57
ENSGALG00010007007	4035	2063	5416	1494
ENSGALG00010025887	390	200	179	142
ENSGALG00010002046	3211	1701	1592	1594
ENSGALG00010016471	96	70	43	30
ENSGALG00010014728	3290	2252	2608	1990
ENSGALG00010001501	4870	2499	4641	3368
ENSGALG00010005404	944	934	986	921
ENSGALG00010024215	84	61	138	83
ENSGALG00010001183	67	76	23	38
ENSGALG00010021883	8	2	8	13
ENSGALG00010014180	720	365	311	206
ENSGALG00010026079	243	28	269	403
ENSGALG00010014258	18	16	14	11
ENSGALG00010009307	83	36	38	25
ENSGALG00010000051	103	35	20	20
ENSGALG00010002400	89	67	121	120
ENSGALG00010000279	257	139	249	141
ENSGALG00010015584	29	9	138	102
ENSGALG00010000056	1776	1447	1330	956
ENSGALG00010001182	318	217	346	264
ENSGALG00010002406	4	6	10	6
ENSGALG00010027717	381	355	280	223
ENSGALG00010027208	714	577	446	360
ENSGALG00010001179	66	44	31	24
ENSGALG00010001178	881	583	588	474
ENSGALG00010005323	1484	1024	1139	896
ENSGALG00010001495	2095	1965	6152	5684
ENSGALG00010000652	79	26	23	19
ENSGALG00010002366	2721010	1257840	3728950	1236140
ENSGALG00010018990	69	37	38	19
ENSGALG00010011857	259	199	266	198
ENSGALG00010009555	622	482	618	533
ENSGALG00010001228	499	290	232	220
ENSGALG00010013910	3719	2431	2254	1447
ENSGALG00010028430	299	181	88	84
ENSGALG00010013576	0	0	9	3
ENSGALG00010014682	253	111	1499	786
ENSGALG00010025007	633	350	703	805
ENSGALG00010010834	284	180	152	78
ENSGALG00010014338	789	321	461	326
ENSGALG00010001226	16	4	13	10
ENSGALG00010028416	19	9	26	13
ENSGALG00010002023	17	17	12	42
ENSGALG00010001165	209	135	71	72
ENSGALG00010006634	689	479	580	446
ENSGALG00010015657	2	1	3	1
ENSGALG00010029389	295	226	221	149
ENSGALG00010021352	21	11	140	80
ENSGALG00010002553	126	37	91	89
ENSGALG00010013981	1190	900	867	1073
ENSGALG00010007800	1756	932	352	245
ENSGALG00010002613	223	79	105	93
ENSGALG00010003317	153	101	108	86
ENSGALG00010002595	24	10	83	64
ENSGALG00010016535	4	2	2	0
ENSGALG00010017399	0	1	2	5
ENSGALG00010021116	3021	2280	1413	1200
ENSGALG00010005568	5	1	3	0
ENSGALG00010017597	715	587	769	675
ENSGALG00010027831	21	25	10	3
ENSGALG00010000345	1	0	3	4
ENSGALG00010013768	146	93	307	154
ENSGALG00010014754	177	97	137	88
ENSGALG00010016908	665	724	455	411
ENSGALG00010024361	82	56	48	29
ENSGALG00010015834	4415	2194	1712	614
ENSGALG00010000322	4	6	9	11
ENSGALG00010016550	23	64	28	22
ENSGALG00010007812	225	131	89	83
ENSGALG00010003659	6	4	7	4
ENSGALG00010017356	127	80	113	51
ENSGALG00010000529	4220	3869	3030	2327
ENSGALG00010026920	1315	1465	1584	1277
ENSGALG00010001169	1100	808	549	562
ENSGALG00010006083	16	12	6	2
ENSGALG00010000639	542	375	350	604
ENSGALG00010012277	120	109	95	82
ENSGALG00010028492	3	0	2	0
ENSGALG00010000155	77	49	74	41
ENSGALG00010027291	1145	183	768	330
ENSGALG00010021255	2023	1422	1399	990
ENSGALG00010009486	1870	1413	2640	1833
ENSGALG00010013214	485	597	280	359
ENSGALG00010000434	1257	648	1155	723
ENSGALG00010000422	48	21	56	37
ENSGALG00010003925	4377	3148	1528	1019
ENSGALG00010016385	1111	686	678	819
ENSGALG00010009726	23	17	11	27
ENSGALG00010014648	18	22	14	17
ENSGALG00010028463	3622	3048	3158	2257
ENSGALG00010002238	2	4	3	7
ENSGALG00010005800	121	105	42	8
ENSGALG00010010981	903	547	573	414
ENSGALG00010014992	304	132	172	162
ENSGALG00010027117	1984	978	3379	2685
ENSGALG00010010287	2228	1424	1402	1422
ENSGALG00010001838	402	235	496	411
ENSGALG00010015353	2745	787	795	517
ENSGALG00010028464	1007	675	720	549
ENSGALG00010028142	1994	1504	1054	936
ENSGALG00010021082	616	436	510	455
ENSGALG00010013423	45	27	33	40
ENSGALG00010028374	1276	801	866	205
ENSGALG00010023830	4634	3550	3585	3011
ENSGALG00010004148	170	124	207	146
ENSGALG00010001414	1131	466	764	885
ENSGALG00010000366	8	2	2	2
ENSGALG00010023131	6	2	5	34
ENSGALG00010003164	5801	2206	4537	2181
ENSGALG00010002565	415	252	304	213
ENSGALG00010027460	2333	1511	1829	1647
ENSGALG00010018767	1155	693	481	366
ENSGALG00010000349	1488	581	2417	375
ENSGALG00010021711	85	42	52	29
ENSGALG00010002378	17709	11966	45288	18225
ENSGALG00010007997	507	243	295	250
ENSGALG00010015520	1140	662	1226	1105
ENSGALG00010006223	111	53	96	75
ENSGALG00010027284	1044	529	806	424
ENSGALG00010003253	356	384	304	305
ENSGALG00010009065	1486	1104	741	651
ENSGALG00010000721	208	84	80	54
ENSGALG00010001811	554	246	226	317
ENSGALG00010021783	3123	1820	2170	2004
ENSGALG00010020679	265	183	211	168
ENSGALG00010010310	704	523	130	187
ENSGALG00010008086	9	3	9	11
ENSGALG00010000332	0	0	118	71
ENSGALG00010024238	646	534	611	466
ENSGALG00010004624	1035	826	1017	1262
ENSGALG00010018150	1095	656	430	353
ENSGALG00010014893	694	538	334	262
ENSGALG00010009346	66	24	62	19
ENSGALG00010029286	1086	917	776	731
ENSGALG00010020179	1494	1099	1057	797
ENSGALG00010000235	0	0	3	2
